Latitude,Longitude,Address,Property_type,Rooms,Home_size,Lot Size,Year_built,Parcel_number,RealtyID,County,Subdivision,Census,Tract,Lot,Zoning,Date,Sale_price,Estimated Value,url
33.789838,-118.104823,1840 Josie Ave,Single Family Residence,"4 beds, 3 baths","2,026 sqft","6,980 sqft",1953,7231022017,1110691167,Los Angeles,17255,4,574500,237,"
Zoning:

LBR1N
		",09/15/2020,"$958,000","$931,000",https://www.realtytrac.com/property/ca/long-beach/90815/1840-josie-ave/154875550/
33.828882,-118.331549,2595 Plaza Del Amo # 427,Condominium,"2 beds, 2 baths","1,359 sqft",2.37 acres,1986,7359031053,1110691343,Los Angeles,31280,1,650800,3,"
Zoning:

TOPR-MD
		",09/15/2020,"$727,000","$697,000",https://www.realtytrac.com/property/ca/torrance/90503/2595-plaza-del-amo-427/49045252/
34.6756,-118.43992,17523 Lone Pine Trl,Single Family Residence,"1 bed, 1 bath",416 sqft,,1926,3241016033,1110691362,Los Angeles,,2,920102,122,"
Zoning:

LCR17500*
		",09/15/2020,"$199,000","$201,000",https://www.realtytrac.com/property/ca/lake-hughes/93532/17523-lone-pine-trl/325995985/
34.04252,-118.390225,9155 Hillsboro Dr,Single Family Residence,"4 beds, 3 baths","3,038 sqft","10,011 sqft",1947,4302005006,1110691579,Los Angeles,13803,1,269500,6,"
Zoning:

LAR1
		",09/15/2020,"$2,675,000","$2,786,000",https://www.realtytrac.com/property/ca/los-angeles/90034/9155-hillsboro-dr/154561781/
33.770386,-118.151657,363 Newport Ave # 112,Condominium,"1 bed, 1 bath",638 sqft,0.6 acres,1972,7257015049,1110691639,Los Angeles,34437,4,577100,,"
Zoning:

LBR34
		",09/15/2020,"$370,000","$344,000",https://www.realtytrac.com/property/ca/long-beach/90814/363-newport-ave-112/46077705/
34.175492,-118.522525,5736 Jamieson Ave,Single Family Residence,"3 beds, 1 bath","1,391 sqft","6,177 sqft",1949,2159020025,1110691655,Los Angeles,15778,2,139200,306,"
Zoning:

LAR1
		",09/15/2020,"$760,000","$668,000",https://www.realtytrac.com/property/ca/encino/91316/5736-jamieson-ave/140499086/
34.166937,-118.450015,14535 Weddington St # 1,"Quadplex (4 Units, Any Combination)","4 beds, 4 baths","2,556 sqft","6,887 sqft",1955,2249005017,1110691711,Los Angeles,10071,3,128802,12,"
Zoning:

LARD1.5
		",09/15/2020,"$1,165,000","$1,229,000",https://www.realtytrac.com/property/ca/sherman-oaks/91411/14535-weddington-st-1/28352935/
33.984909,-118.267717,350 E 60th St,"Triplex (3 units, any combination)","3 beds, 3 baths","1,794 sqft","5,400 sqft",1920,6006025002,1110691717,Los Angeles,ASCOT PLACE,1,239202,17,"
Zoning:

LAR2
		",09/15/2020,"$400,000","$533,000",https://www.realtytrac.com/property/ca/los-angeles/90003/350-e-60th-st/2576646/
33.882161,-118.077946,11950 164th St,Single Family Residence,"3 beds, 2 baths","1,148 sqft","5,174 sqft",1960,7011013054,1110691759,Los Angeles,,2,554700,30,"
Zoning:

NOR1YY
		",09/15/2020,"$456,000","$521,000",https://www.realtytrac.com/property/ca/norwalk/90650/11950-164th-st/154569601/
34.559197,-118.167517,37267 Kingcup Ter,Single Family Residence,"4 beds, 2 baths","3,633 sqft","12,007 sqft",2005,3206054001,1110692095,Los Angeles,53840-02,1,910401,23,"
Zoning:

LCA22
		",09/15/2020,"$550,000","$474,000",https://www.realtytrac.com/property/ca/palmdale/93551/37267-kingcup-ter/8461415/
33.787271,-118.320747,25925 Narbonne Ave # 45,Condominium,"2 beds, 1 bath",828 sqft,1.36 acres,1973,7553003088,1110692184,Los Angeles,31350,1,670100,1,"
Zoning:

LORVD1200*
		",09/15/2020,"$366,000","$333,000",https://www.realtytrac.com/property/ca/lomita/90717/25925-narbonne-ave-45/40282647/
33.896978,-118.374665,5404 W 149th Pl # 6,Condominium,"3 beds, 2 baths","1,410 sqft",1.44 acres,2007,4149018074,1110692238,Los Angeles,54294,4,602302,1,"
Zoning:

HAM2*
		",09/15/2020,"$855,000","$869,000",https://www.realtytrac.com/property/ca/hawthorne/90250/5404-w-149th-pl-6/145338060/
34.158288,-118.44402,4822 Tyrone Ave,Single Family Residence,"3 beds, 2 baths","1,779 sqft","6,885 sqft",1947,2248027007,1110692242,Los Angeles,9,3,128702,8,"
Zoning:

LAR1
		",09/15/2020,"$1,150,000","$1,281,000",https://www.realtytrac.com/property/ca/sherman-oaks/91423/4822-tyrone-ave/100013838/
33.965679,-118.399506,6417 W 81st St,Single Family Residence,"5 beds, 3 baths","3,002 sqft","6,256 sqft",1944,4108026015,1110692529,Los Angeles,12714,1,277000,149,"
Zoning:

LAR1
		",09/15/2020,"$2,095,000","$1,933,000",https://www.realtytrac.com/property/ca/los-angeles/90045/6417-w-81st-st/1931216/
34.110004,-117.886025,5342 N Ranger Dr,Single Family Residence,"5 beds, 4 baths","2,898 sqft","7,796 sqft",1956,8630020016,1110692729,Los Angeles,21735,4,404000,23,"
Zoning:

LCRA75
		",09/15/2020,"$772,000","$672,000",https://www.realtytrac.com/property/ca/covina/91722/5342-n-ranger-dr/154989178/
33.981945,-118.435929,4738 La Villa Marina # J,Condominium,"2 beds, 2 baths","1,456 sqft",1.53 acres,1966,4224022016,1110692739,Los Angeles,28365,2,275302,11,"
Zoning:

LAR3
		",09/15/2020,"$988,000","$952,000",https://www.realtytrac.com/property/ca/marina-del-rey/90292/4738-la-villa-marina-j/154530229/
34.555379,-118.077658,2868 Juniper Dr,Single Family Residence,"2 beds, 2 baths",937 sqft,"6,819 sqft",1985,3052036475,1110693048,Los Angeles,42406,2,910715,21,"
Zoning:

PDRPD10U*
		",09/15/2020,"$275,000","$259,000",https://www.realtytrac.com/property/ca/palmdale/93550/2868-juniper-dr/18414489/
34.146856,-118.119432,40 Harkness Ave # 2,Condominium,"1 bed, 1 bath",629 sqft,"12,246 sqft",1961,5737004028,1110693063,Los Angeles,THURMAN,4,462700,,"
Zoning:

PSR3
		",09/15/2020,"$445,000","$351,000",https://www.realtytrac.com/property/ca/pasadena/91106/40-harkness-ave-2/20357179/
34.157315,-118.419673,13142 Riverside Dr # 2,Condominium,"3 beds, 3 baths","1,402 sqft","8,400 sqft",1983,2358032054,1110693561,Los Angeles,,3,124700,1,"
Zoning:

LAR3
		",09/15/2020,"$587,000","$594,000",https://www.realtytrac.com/property/ca/sherman-oaks/91423/13142-riverside-dr-2/14572411/
34.4808,-117.8097,Vac/largo Vista Pav /vic Avenu,MISCELLANEOUS   (Vacant Land)     ,,,9.21 acres,,3086020011,1110693628,Los Angeles,,2,911001,31,"
Zoning:

LCA11*
		",09/15/2020,"$10,000",,https://www.realtytrac.com/property/ca/mount-waterman/93544/vaclargo-vista-pav-vic-avenu/241238243/
34.313108,-118.466066,15317 Larkspur St,Single Family Residence,"4 beds, 3 baths","1,924 sqft","17,665 sqft",1985,2501010052,1110693816,Los Angeles,36963,2,106520,5,"
Zoning:

LARA
		",02/10/2020,"$845,000","$917,000",https://www.realtytrac.com/property/ca/sylmar/91342/15317-larkspur-st/34814918/
34.130934,-118.255989,1234 S Orange St,"Triplex (3 units, any combination)","4 beds, 3 baths","2,519 sqft","8,481 sqft",1922,5640012023,1110694333,Los Angeles,2482,5,302401,36,"
Zoning:

GLR4YY
		",09/15/2020,"$1,110,000","$1,075,000",https://www.realtytrac.com/property/ca/glendale/91204/1234-s-orange-st/46070379/
34.46801,-118.562561,24178 Joshua Dr,Condominium,"3 beds, 3 baths","2,221 sqft",7.06 acres,2004,3244168016,1110694442,Los Angeles,51644-04,1,920107,1,"
Zoning:

LCA25*
		",09/15/2020,"$655,000","$641,000",https://www.realtytrac.com/property/ca/santa-clarita/91354/24178-joshua-dr/15153592/
34.043313,-118.4855,551 26th St,Single Family Residence,"3 beds, 2 baths","2,493 sqft","9,900 sqft",1924,4264005009,1110694447,Los Angeles,BRENTWOOD TERRACE,3,264302,303,"
Zoning:

LARE11
		",09/15/2020,"$3,300,000","$2,662,000",https://www.realtytrac.com/property/ca/santa-monica/90402/551-26th-st/3070697/
34.164949,-118.750515,6254 Pisces St,Single Family Residence,"3 beds, 2 baths","1,527 sqft","8,445 sqft",1974,2050010001,1110694464,Los Angeles,31500,1,800332,39,"
Zoning:

AHR17000*
		",09/15/2020,"$700,000","$794,000",https://www.realtytrac.com/property/ca/agoura-hills/91301/6254-pisces-st/141318882/
34.43011,-118.409123,28952 Rue Daniel,Condominium,"3 beds, 2 baths",944 sqft,7.7 acres,1983,2837024085,1110694874,Los Angeles,33892,1,910807,1,"
Zoning:

SCUR2
		",09/15/2020,"$460,000","$368,000",https://www.realtytrac.com/property/ca/santa-clarita/91387/28952-rue-daniel/18214138/
33.956771,-118.425118,7425 W 88th Pl,Single Family Residence,"2 beds, 3 baths","1,584 sqft","6,176 sqft",1951,4119022018,1110694893,Los Angeles,14439,1,276604,81,"
Zoning:

LAR1
		",09/15/2020,"$995,000","$1,245,000",https://www.realtytrac.com/property/ca/los-angeles/90045/7425-w-88th-pl/154502055/
34.027023,-118.18351,4034 Princeton St,Single Family Residence,"1 bed, 1 bath",432 sqft,"4,638 sqft",1923,5238015028,1110694956,Los Angeles,LAGUNA,2,531202,24,"
Zoning:

LCR4YY
		",09/15/2020,"$300,000","$362,000",https://www.realtytrac.com/property/ca/los-angeles/90023/4034-princeton-st/52952121/
,,406 Falcon Pl,Residential - Vacant Land,,,,,8431028068,1110694957,Los Angeles,,,,,"
County:

Los Angeles
",09/15/2020,"$545,000",,https://www.realtytrac.com/property/ca/covina/91723/406-falcon-pl/329546703/
33.792485,-118.346771,3207 Carolwood Ln,Single Family Residence,"3 beds, 4 baths","2,026 sqft","5,001 sqft",1977,7547018016,1110694982,Los Angeles,26507,3,651402,56,"
Zoning:

TORR-LO
		",09/15/2020,"$1,245,000","$1,145,000",https://www.realtytrac.com/property/ca/torrance/90505/3207-carolwood-ln/154919419/
33.967582,-118.020685,8051 Michigan Ave,Single Family Residence,"2 beds, 2 baths","1,767 sqft","8,262 sqft",1963,8144012023,1110695758,Los Angeles,EAST WHITTIER RHO,3,501600,4,"
Zoning:

WHR110000*
		",09/15/2020,"$700,000","$724,000",https://www.realtytrac.com/property/ca/whittier/90602/8051-michigan-ave/16830493/
34.218543,-118.504776,8177 Lesner Ave,Single Family Residence,"2 beds, 2 baths","1,830 sqft","6,200 sqft",1952,2204027018,1110696170,Los Angeles,16774,1,131100,81,"
Zoning:

LAR1
		",09/15/2020,"$805,000","$695,000",https://www.realtytrac.com/property/ca/van-nuys/91406/8177-lesner-ave/145613880/
34.058567,-118.130962,333 S Moore Ave,"Duplex (2 units, any combination)","2 beds, 2 baths","1,576 sqft","9,785 sqft",1942,5257003021,1110696544,Los Angeles,11304,3,482101,69,"
Zoning:

MPR1YY
		",09/15/2020,"$790,000","$758,000",https://www.realtytrac.com/property/ca/monterey-park/91754/333-s-moore-ave/154681637/
34.078285,-118.374532,401 N Croft Ave,Single Family Residence,"3 beds, 3 baths","2,889 sqft","7,150 sqft",1926,5514002028,1110696595,Los Angeles,4353,2,194500,28,"
Zoning:

LAR1
		",09/15/2020,"$3,430,000","$2,099,000",https://www.realtytrac.com/property/ca/los-angeles/90048/401-n-croft-ave/44051151/
33.760482,-118.390232,26 Cresta Verde Dr,Condominium,"3 beds, 3 baths","2,094 sqft",11.29 acres,1972,7585017112,1110696605,Los Angeles,27417,1,670406,,"
Zoning:

RERPD8U*
		",09/15/2020,"$1,065,000","$990,000",https://www.realtytrac.com/property/ca/rolling-hills-estates/90274/26-cresta-verde-dr/154927054/
34.252899,-118.52096,17769 Merridy St,Condominium,"3 beds, 3 baths","2,110 sqft",1.22 acres,2003,2734005051,1110696761,Los Angeles,52868,2,111302,1,"
Zoning:

LARD3
		",09/15/2020,"$642,500","$618,000",https://www.realtytrac.com/property/ca/northridge/91325/17769-merridy-st/40209581/
34.016561,-118.413582,3735 Veteran Ave,"Duplex (2 units, any combination)","4 beds, 3 baths","1,917 sqft","4,996 sqft",1980,4252019009,1110697087,Los Angeles,5848,3,271802,66,"
Zoning:

LARD2
		",09/15/2020,"$1,236,000","$1,551,000",https://www.realtytrac.com/property/ca/los-angeles/90034/3735-veteran-ave/154540407/
33.872564,-118.043038,13534 Carolyn Pl,Single Family Residence,"4 beds, 2 baths","1,410 sqft","5,002 sqft",1970,7022001043,1110697144,Los Angeles,30449,2,554518,13,"
Zoning:

CERS5000
		",09/15/2020,"$815,000","$806,000",https://www.realtytrac.com/property/ca/cerritos/90703/13534-carolyn-pl/25671031/
33.792992,-118.160016,2722 E 20th St # 105,Condominium,"2 beds, 2 baths","1,561 sqft",0.89 acres,1980,7216020036,1110697173,Los Angeles,35728,5,573402,,"
Zoning:

SHR4*
		",09/15/2020,"$510,000","$539,000",https://www.realtytrac.com/property/ca/signal-hill/90755/2722-e-20th-st-105/12774120/
34.002978,-118.476595,609 Ashland Ave # 3,Condominium,"2 beds, 3 baths","1,186 sqft","5,080 sqft",1979,4287019033,1110697179,Los Angeles,PECKS GRAND VIEW,7,702102,1,"
Zoning:

SMOP2*
		",09/15/2020,"$1,399,000","$1,591,000",https://www.realtytrac.com/property/ca/santa-monica/90405/609-ashland-ave-3/40231706/
33.719212,-118.308656,2653 S Dolphin St,Single Family Residence,"3 beds, 1 bath",965 sqft,"5,505 sqft",1945,7470011023,1110697577,Los Angeles,12175,5,297500,108,"
Zoning:

LAR1
		",09/15/2020,"$788,000","$670,000",https://www.realtytrac.com/property/ca/san-pedro/90731/2653-s-dolphin-st/7457407/
33.795331,-118.103077,2181 Vuelta Grande Ave,Single Family Residence,"3 beds, 2 baths","1,649 sqft","6,030 sqft",1953,7232027001,1110697602,Los Angeles,17704,4,574500,157,"
Zoning:

LBR1N
		",09/15/2020,"$765,000","$774,000",https://www.realtytrac.com/property/ca/long-beach/90815/2181-vuelta-grande-ave/12128866/
34.314103,-118.371444,11027 Gaston Dr,Single Family Residence,"6 beds, 4 baths","3,152 sqft","21,627 sqft",1991,2845022041,1110697613,Los Angeles,,1,930200,127,"
Zoning:

LCA110000*
		",09/15/2020,"$870,000","$1,165,000",https://www.realtytrac.com/property/ca/sylmar/91342/11027-gaston-dr/219276595/
33.981355,-118.325796,6415 Madden Ave,Single Family Residence,"2 beds, 1 bath","1,008 sqft","4,802 sqft",1923,4007018012,1110697876,Los Angeles,48,2,234800,13,"
Zoning:

LAR1
		",08/07/2020,"$520,000","$529,000",https://www.realtytrac.com/property/ca/los-angeles/90043/6415-madden-ave/140020665/
33.820365,-118.102957,3451 Monogram Ave,Single Family Residence,"3 beds, 2 baths","1,746 sqft","5,726 sqft",1953,7072018021,1110698107,Los Angeles,17702,3,573800,201,"
Zoning:

LBR1N
		",09/15/2020,"$830,000","$762,000",https://www.realtytrac.com/property/ca/long-beach/90808/3451-monogram-ave/26720165/
33.838517,-118.18591,4464 Linden Ave,Single Family Residence,"4 beds, 2 baths","1,387 sqft","6,564 sqft",1944,7134023033,1110698156,Los Angeles,13130,3,571502,70,"
Zoning:

LBR1N
		",09/15/2020,"$690,000","$739,000",https://www.realtytrac.com/property/ca/long-beach/90807/4464-linden-ave/43853987/
33.762576,-118.384237,23 Country Meadow Rd,Single Family Residence,"5 beds, 4 baths","4,411 sqft","18,790 sqft",1979,7585025118,1110698371,Los Angeles,33193,1,670406,53,"
Zoning:

RERPD2U*
		",09/15/2020,"$2,350,000","$2,170,000",https://www.realtytrac.com/property/ca/rolling-hills-estates/90274/23-country-meadow-rd/154927214/
33.979928,-118.464836,116 Washington Blvd,Office Building,,512 sqft,"1,890 sqft",1938,4225002015,1110698477,Los Angeles,SHORT LINE BEACH VENICE CANAL,4,274202,17,"
Zoning:

LAC4
		",09/15/2020,"$1,350,000","$1,102,000",https://www.realtytrac.com/property/ca/marina-del-rey/90292/116-washington-blvd/154530483/
33.858888,-118.364718,2500 Armour Ln,Single Family Residence,"3 beds, 2 baths","1,424 sqft","5,254 sqft",1953,4158016001,1110698527,Los Angeles,18085,2,620602,216,"
Zoning:

RBR-1
		",09/15/2020,"$1,050,000","$1,036,000",https://www.realtytrac.com/property/ca/redondo-beach/90278/2500-armour-ln/49007878/
34.042534,-118.535502,512 Arbramar Ave,Single Family Residence,"4 beds, 6 baths","5,019 sqft","8,141 sqft",2007,4413010011,1110698817,Los Angeles,9300,1,262704,11,"
Zoning:

LAR1
		",09/15/2020,"$5,175,000","$2,805,000",https://www.realtytrac.com/property/ca/pacific-palisades/90272/512-arbramar-ave/30608781/
33.791863,-118.161666,2575 E 19th St # 26,Condominium,"2 beds, 2 baths","1,032 sqft",0.62 acres,1975,7216019079,1110699044,Los Angeles,29304,5,573402,,"
Zoning:

SHR4*
		",09/15/2020,"$455,000","$431,000",https://www.realtytrac.com/property/ca/signal-hill/90755/2575-e-19th-st-26/16394583/
34.100019,-118.343686,7062 Hawthorn Ave # 106,Condominium,,970 sqft,"10,156 sqft",2006,5548012053,1110699749,Los Angeles,61632,3,190100,1,"
Zoning:

LAR4
		",09/15/2020,"$729,000","$705,000",https://www.realtytrac.com/property/ca/los-angeles/90028/7062-hawthorn-ave-106/30610244/
33.771434,-118.194719,350 Cedar Ave # 504,Condominium,"1 bed, 1 bath",715 sqft,"10,650 sqft",1971,7280015087,1110699772,Los Angeles,TOWNSITE/LONG BEACH,1,575902,6,"
Zoning:

LBR4N
		",09/15/2020,"$360,000","$274,000",https://www.realtytrac.com/property/ca/long-beach/90802/350-cedar-ave-504/53571619/
33.853989,-118.397127,103 Manhattan Ave,Condominium,"3 beds, 3 baths","1,866 sqft","3,047 sqft",1987,4188012083,1110699900,Los Angeles,,3,621104,1,"
Zoning:

HBR3YY
		",09/15/2020,"$1,750,000","$1,310,000",https://www.realtytrac.com/property/ca/hermosa-beach/90254/103-manhattan-ave/154522261/
33.860985,-118.127431,5817 Autry Ave,Single Family Residence,"2 beds, 1 bath",884 sqft,"6,897 sqft",1942,7167022015,1110700361,Los Angeles,12894,2,570002,28,"
Zoning:

LKR1YY
		",09/15/2020,"$515,000","$611,000",https://www.realtytrac.com/property/ca/lakewood/90712/5817-autry-ave/145661470/
34.232753,-118.261458,4238 Boston Ave,Single Family Residence,"3 beds, 2 baths","1,253 sqft","8,120 sqft",1953,5604017034,1110700539,Los Angeles,CRESCENTA CANADA,5,300400,6,"
Zoning:

GLR1YY
		",09/15/2020,"$927,000","$831,000",https://www.realtytrac.com/property/ca/glendale/91214/4238-boston-ave/20019636/
34.15852,-118.30006,1614 Riverside Dr,Single Family Residence,"2 beds, 2 baths","1,504 sqft","5,413 sqft",1936,5626009008,1110700650,Los Angeles,10391,3,301602,36,"
Zoning:

GLR2H*
		",09/15/2020,"$945,000","$832,000",https://www.realtytrac.com/property/ca/glendale/91201/1614-riverside-dr/11890219/
33.872636,-118.328221,17404 Elgar Ave,Single Family Residence,"3 beds, 1 bath","1,064 sqft","6,046 sqft",1951,4091008017,1110700810,Los Angeles,14707,2,650102,43,"
Zoning:

TORR-LO
		",09/15/2020,"$700,000","$655,000",https://www.realtytrac.com/property/ca/torrance/90504/17404-elgar-ave/40208820/
34.096035,-118.187073,4210 Via Arbolada # 213,Condominium,"2 beds, 2 baths","1,037 sqft",5.19 acres,1984,5302003050,1110700850,Los Angeles,35194,4,201302,6,"
Zoning:

LARD5
		",09/15/2020,"$482,000","$500,000",https://www.realtytrac.com/property/ca/los-angeles/90042/4210-via-arbolada-213/40361162/
34.045463,-118.421948,2332 Prosser Ave,Single Family Residence,"4 beds, 3 baths","2,490 sqft","7,150 sqft",1925,4315004001,1110700889,Los Angeles,5609,1,267902,1,"
Zoning:

LAR1
		",09/15/2020,"$3,120,000","$2,518,000",https://www.realtytrac.com/property/ca/los-angeles/90064/2332-prosser-ave/154564608/
34.076517,-118.043732,10634 Main St,"Store, Retail Outlet ",,"10,912 sqft","5,639 sqft",1927,8579001015,1110722698,Los Angeles,77,2,432700,C,"
Zoning:

EMC2D*
		",09/15/2020,"$1,200,000",,https://www.realtytrac.com/property/ca/el-monte/91731/10634-main-st/154982851/
34.13853,-117.851588,834 E Meda Ave,Single Family Residence,"3 beds, 2 baths","1,448 sqft","9,916 sqft",1957,8649003011,1110723177,Los Angeles,17602,2,401001,5,"
Zoning:

GDE4
		",09/15/2020,"$735,000","$737,000",https://www.realtytrac.com/property/ca/glendora/91741/834-e-meda-ave/40235332/
33.97172,-118.392302,6107 W 76th St,Single Family Residence,"3 beds, 2 baths","1,360 sqft","6,048 sqft",1947,4106007010,1110723246,Los Angeles,12070,1,276000,72,"
Zoning:

LAR1
		",09/15/2020,"$1,300,000","$1,383,000",https://www.realtytrac.com/property/ca/los-angeles/90045/6107-w-76th-st/49030991/
34.025517,-118.498962,922 Lincoln Blvd # 2,Condominium,"2 beds, 3 baths","1,224 sqft","7,517 sqft",1986,4292002029,1110723669,Los Angeles,43853,2,701302,1,"
Zoning:

SMR2*
		",09/15/2020,"$950,000","$995,000",https://www.realtytrac.com/property/ca/santa-monica/90403/922-lincoln-blvd-2/45973505/
34.610496,-118.196699,3739 Sungate Dr,Single Family Residence,"5 beds, 3 baths","3,339 sqft","8,289 sqft",2002,3001125006,1110723740,Los Angeles,47935,1,910209,6,"
Zoning:

PDSP
		",09/15/2020,"$515,000","$530,000",https://www.realtytrac.com/property/ca/palmdale/93551/3739-sungate-dr/4769374/
34.060169,-118.441778,10830 Lindbrook Dr # 9,Condominium,"1 bed, 1 bath",608 sqft,0.71 acres,1936,4360003039,1110724013,Los Angeles,63656,4,265202,1,"
Zoning:

LAR3
		",09/15/2020,"$745,000","$607,000",https://www.realtytrac.com/property/ca/los-angeles/90024/10830-lindbrook-dr-9/28393200/
33.799008,-118.302562,1425 Lomita Blvd # 2,Condominium,"3 beds, 3 baths","1,456 sqft",1.82 acres,2005,7439026071,1110724283,Los Angeles,53951,1,293302,1,"
Zoning:

LAC1
		",09/15/2020,"$585,000","$576,000",https://www.realtytrac.com/property/ca/harbor-city/90710/1425-lomita-blvd-2/22400425/
33.99365,-118.458428,832 Marco Pl,Single Family Residence,"2 beds, 1 bath","1,237 sqft","3,678 sqft",1920,4241025008,1110724495,Los Angeles,VENICE ANNEX,4,273600,8,"
Zoning:

LAR2
		",09/15/2020,"$1,730,000","$1,777,000",https://www.realtytrac.com/property/ca/venice/90291/832-marco-pl/154535681/
34.04502,-117.774729,1610 Goldfield Pl,Single Family Residence,"4 beds, 2 baths","1,719 sqft","13,051 sqft",1972,8705023014,1110724497,Los Angeles,26264,1,403317,58,"
Zoning:

POR17200*
		",09/15/2020,"$660,000","$625,000",https://www.realtytrac.com/property/ca/pomona/91766/1610-goldfield-pl/29643379/
34.149788,-118.159782,457 W Walnut St # 41,Condominium,"2 beds, 3 baths","1,385 sqft",10.82 acres,1975,5711014049,1110724623,Los Angeles,32179,2,461700,,"
Zoning:

PSR1
		",09/16/1992,"$222,000","$715,000",https://www.realtytrac.com/property/ca/pasadena/91103/457-w-walnut-st-41/154791989/
33.788526,-118.359112,4503 Marloma Dr,Single Family Residence,"4 beds, 3 baths","2,408 sqft",1.07 acres,1956,7576022008,1110724644,Los Angeles,13216,1,670202,18,"
Zoning:

RERA20000*
		",09/15/2020,"$1,820,000","$1,651,000",https://www.realtytrac.com/property/ca/rolling-hills-estates/90274/4503-marloma-dr/154925232/
33.978358,-118.171639,6246 Home Ave,Single Family Residence,"3 beds, 1 bath","1,170 sqft","5,735 sqft",1924,6315021003,1110724663,Los Angeles,6439,2,533806,2995,"
Zoning:

BLR3*
		",04/19/2012,"$292,000","$511,000",https://www.realtytrac.com/property/ca/bell/90201/6246-home-ave/154840403/
34.690118,-118.15089,44422 Kingtree Ave,Single Family Residence,"3 beds, 1 bath",936 sqft,"6,136 sqft",1954,3122023016,1110725615,Los Angeles,19870,2,900805,26,"
Zoning:

LRR17000*
		",09/15/2020,"$214,000","$224,000",https://www.realtytrac.com/property/ca/lancaster/93534/44422-kingtree-ave/17411559/
33.99764,-118.454262,1082 Amoroso Pl,Single Family Residence,"3 beds, 1 bath","1,125 sqft","5,869 sqft",1947,4242004016,1110726279,Los Angeles,6609,3,273700,25,"
Zoning:

LAR1
		",09/15/2020,"$1,425,000","$1,801,000",https://www.realtytrac.com/property/ca/venice/90291/1082-amoroso-pl/9797475/
34.220061,-118.435479,8206 Cantaloupe Ave,Single Family Residence,"2 beds, 1 bath",806 sqft,"5,936 sqft",1950,2213012031,1110726606,Los Angeles,14887,4,120400,225,"
Zoning:

LAR1
		",09/15/2020,"$545,000","$491,000",https://www.realtytrac.com/property/ca/van-nuys/91402/8206-cantaloupe-ave/17318627/
34.158047,-118.508694,17211 Rancho St,Single Family Residence,"6 beds, 7 baths","6,977 sqft",0.79 acres,1951,2289008006,1110727289,Los Angeles,2955,2,139600,10,"
Zoning:

LARA
		",09/15/2020,"$8,575,000","$2,177,000",https://www.realtytrac.com/property/ca/encino/91316/17211-rancho-st/154406547/
34.029955,-118.509366,446 San Vicente Blvd # 101,Condominium,"2 beds, 2 baths","1,447 sqft","15,543 sqft",1962,4293004127,1110727576,Los Angeles,51215,2,701304,1,"
Zoning:

SMR2*
		",09/15/2020,"$1,288,000","$1,265,000",https://www.realtytrac.com/property/ca/santa-monica/90402/446-san-vicente-blvd-101/12842075/
33.997633,-117.956995,16132 Flamstead Dr,Single Family Residence,"3 beds, 1 bath","1,550 sqft","7,234 sqft",1955,8243029001,1110727685,Los Angeles,18859,1,408631,11,"
Zoning:

LCR106
		",09/15/2020,"$400,000","$588,000",https://www.realtytrac.com/property/ca/hacienda-heights/91745/16132-flamstead-dr/52053422/
34.106429,-117.761743,3046 Winfield Ave,Condominium,"2 beds, 1 bath",771 sqft,"6,539 sqft",1970,8375033098,1110727960,Los Angeles,30185,1,401602,45,"
Zoning:

LVPR10A*
		",09/15/2020,"$318,000","$308,000",https://www.realtytrac.com/property/ca/la-verne/91750/3046-winfield-ave/40222456/
34.487604,-118.627773,31319 Countryside Ln,Single Family Residence,"4 beds, 3 baths","3,007 sqft",0.82 acres,2001,2865096023,1110728626,Los Angeles,47646-01,2,920116,38,"
Zoning:

LCR19000*
		",09/15/2020,"$732,500","$700,000",https://www.realtytrac.com/property/ca/castaic/91384/31319-countryside-ln/48963405/
34.079033,-118.36554,428 N Crescent Heights Blvd,Single Family Residence,"3 beds, 3 baths","2,150 sqft","6,550 sqft",1926,5514006034,1110728908,Los Angeles,6790,1,194500,152,"
Zoning:

LAR1
		",09/15/2020,"$1,700,000","$2,099,000",https://www.realtytrac.com/property/ca/west-hollywood/90048/428-n-crescent-heights-blvd/45933423/
33.801523,-118.312245,1902 Nordman St,Single Family Residence,"3 beds, 2 baths","1,437 sqft","5,232 sqft",1958,7372020023,1110729260,Los Angeles,23615,1,670001,21,"
Zoning:

LOR1*
		",09/15/2020,"$680,000","$716,000",https://www.realtytrac.com/property/ca/lomita/90717/1902-nordman-st/52779238/
34.112638,-118.464033,2213 Roscomare Rd,Single Family Residence,"5 beds, 4 baths","2,734 sqft","12,073 sqft",1953,4377012019,1110729278,Los Angeles,14924,1,262200,28,"
Zoning:

LARE15
		",09/15/2020,"$3,550,000","$2,049,000",https://www.realtytrac.com/property/ca/los-angeles/90077/2213-roscomare-rd/52079507/
34.037402,-117.837184,21650 E Bluebell Ct,Single Family Residence,"4 beds, 3 baths","2,396 sqft","10,336 sqft",1985,8709059046,1110730278,Los Angeles,41686,1,403403,60,"
Zoning:

WARPD1680022U
		",09/15/2020,"$999,000","$1,013,000",https://www.realtytrac.com/property/ca/walnut/91789/21650-e-bluebell-ct/140015811/
