latitude,longitude,address,property_type,rooms,home_size,lot_size,year_built,parcel_number,realtyID,county,subdivision,census,tract,lot,zoning,date,sale_price,estimated_value,sex_offenders,crime_index,enviornmental_hazards,natural_disasters,school_quality,url
33.949836,-118.197481,9206 Mallison Ave,Single Family Residence,"2 beds, 1 bath",912 sqft,"4,293 sqft",1928,6203007003,1114884813,Los Angeles,6000,4,535901,144,"
Zoning:

SGR3YY
		",01/21/2021,"$505,000","$546,400",14 Found,Slightly High,17 Found,1 Found,Average,https://www.realtytrac.com/property/ca/south-gate/90280/9206-mallison-ave/10441302/
34.654237,-118.209371,4344 W Avenue L6,Single Family Residence,"4 beds, 2 baths","2,667 sqft","21,069 sqft",1947,3103020005,1114886848,Los Angeles,11921,1,901102,219,"
Zoning:

LCR17500*
		",01/21/2021,"$390,000","$343,400",1 Found,Moderate,2 Found,2 Found,Above Average,https://www.realtytrac.com/property/ca/lancaster/93536/4344-w-avenue-l6/154472591/
34.093146,-117.899622,17912 E Kelby St,Single Family Residence,"5 beds, 2 baths","2,014 sqft","6,758 sqft",1955,8432034012,1114886879,Los Angeles,20774,2,406000,12,"
Zoning:

LCRA7000*
		",01/21/2021,"$690,000","$805,800",8 Found,Moderate,6 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/covina/91722/17912-e-kelby-st/3268255/
33.920479,-118.279487,333 W 124th St,Single Family Residence,"4 beds, 1 bath","2,403 sqft","13,528 sqft",1912,6132022025,1114888274,Los Angeles,ATHENS,4,540901,17,"
Zoning:

LCR2*
		",01/21/2021,"$614,500","$495,200",26 Found,Slightly High,13 Found,1 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90061/333-w-124th-st/154826086/
33.745813,-118.118177,20 70th Pl,"Duplex (2 units, any combination)","4 beds, 2 baths","1,887 sqft","2,518 sqft",1953,7245030009,1114888304,Los Angeles,ALAMITOS BAY TR,1,577504,10,"
Zoning:

LBR2I
		",01/21/2021,"$1,275,000","$1,291,000",0 Found,Slightly High,3 Found,2 Found,Excellent,https://www.realtytrac.com/property/ca/long-beach/90803/20-70th-pl/20539526/
33.983454,-118.294585,1115 W 62nd St,Single Family Residence,"2 beds, 1 bath","1,107 sqft","5,798 sqft",1912,6003024021,1114889706,Los Angeles,THREE G TR,2,237101,68,"
Zoning:

LAR2
		",03/23/2000,,"$312,900",71 Found,Slightly High,10 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/los-angeles/90044/1115-w-62nd-st/26628078/
34.466391,-118.522809,28733 Garnet Canyon Dr,Single Family Residence,"3 beds, 3 baths","3,018 sqft","14,288 sqft",2003,3244154017,1114915014,Los Angeles,35783-04,2,920016,44,"
Zoning:

SCUR2
		",01/21/2021,"$825,000","$853,700",0 Found,Low,3 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/santa-clarita/91390/28733-garnet-canyon-dr/38768511/
34.402593,-118.463394,18724 Vista Del Canon # G,Condominium,"2 beds, 2 baths",938 sqft,1.19 acres,1990,2842027111,1114915705,Los Angeles,44328,4,920042,3,"
Zoning:

SCUR3
		",01/21/2021,"$380,000","$341,800",0 Found,Low,7 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/newhall/91321/18724-vista-del-canon-g/53123734/
34.104728,-117.792035,739 Via Los Santos,Planned Unit Development (PUD),"4 beds, 2 baths","1,352 sqft","3,415 sqft",1973,8391022117,1114917096,Los Angeles,30202,2,400304,27,"
Zoning:

SDSF7500&RPD7
		",01/21/2021,"$480,000","$469,000",3 Found,Low,8 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/san-dimas/91773/739-via-los-santos/12766475/
33.971704,-117.860873,2776 S Hillrise Dr,Single Family Residence,"5 beds, 3 baths","3,002 sqft","13,283 sqft",1987,8269038011,1114917135,Los Angeles,33256,2,408703,55,"
Zoning:

LCA11*
		",02/19/1988,"$275,000","$834,100",0 Found,Low,2 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/walnut/91789/2776-s-hillrise-dr/154953251/
34.139338,-118.080582,3430 Grayburn Rd,Single Family Residence,"2 beds, 2 baths","1,724 sqft","8,917 sqft",1948,5754027008,1114917172,Los Angeles,8616,3,463102,324,"
Zoning:

LCR105
		",03/21/2018,"$890,000","$1,069,000",3 Found,Moderate,3 Found,1 Found,Average,https://www.realtytrac.com/property/ca/pasadena/91107/3430-grayburn-rd/154648620/
33.923626,-118.005609,11819 Holston Ave,Single Family Residence,"4 beds, 2 baths","2,199 sqft","14,133 sqft",1965,8034020029,1114918496,Los Angeles,26558,1,503601,3,"
Zoning:

LMR1B10AWH*
		",06/19/1995,"$235,000","$868,500",8 Found,Low,2 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/la-mirada/90638/11819-holston-ave/22468392/
34.436902,-117.72121,29218 Mescal Highlands Dr,Single Family Residence,"2 beds, 2 baths","1,932 sqft",4.96 acres,1975,3064023037,1114919229,Los Angeles,,2,911001,8,"
Zoning:

LCA12*
		",01/21/2021,"$310,000","$286,600",0 Found,,1 Found,1 Found,Average,https://www.realtytrac.com/property/ca/llano/93544/29218-mescal-highlands-dr/16532958/
34.551639,-118.095979,1852 Coral Ct,Single Family Residence,"4 beds, 3 baths","1,690 sqft","6,679 sqft",1994,3053059061,1114919985,Los Angeles,43581,1,910707,112,"
Zoning:

PDR1*
		",01/21/2021,"$385,000","$362,800",6 Found,Moderate,2 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/palmdale/93550/1852-coral-ct/16880076/
33.968814,-118.208126,3322 Flower St,Single Family Residence,"3 beds, 2 baths","1,796 sqft","6,227 sqft",1939,6213013001,1114922078,Los Angeles,2599,2,534501,97,"
Zoning:

HPR2YY
		",01/21/2021,"$610,000","$686,300",29 Found,Slightly High,9 Found,1 Found,Average,https://www.realtytrac.com/property/ca/huntington-park/90255/3322-flower-st/8613712/
34.211187,-118.432307,7752 Clearfield Ave,Single Family Residence,"2 beds, 2 baths",974 sqft,"6,060 sqft",1951,2214018020,1114924915,Los Angeles,1668,2,120300,181,"
Zoning:

LAR1
		",01/21/2021,"$614,000","$691,700",5 Found,,12 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/panorama-city/91402/7752-clearfield-ave/54303671/
34.087821,-117.734623,2424 Highland Pines Rd,Planned Unit Development (PUD),"3 beds, 3 baths","1,492 sqft","3,740 sqft",1991,8317037003,1114924943,Los Angeles,49071,1,402101,24,"
Zoning:

POAP*
		",01/21/2021,"$475,000","$477,000",8 Found,Moderately High,11 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/pomona/91767/2424-highland-pines-rd/20452734/
33.98589,-118.460047,2416 Frey Ave,Single Family Residence,"2 beds, 1 bath",,"3,600 sqft",1951,4228011004,1114925516,Los Angeles,4424,1,273902,124,"
Zoning:

LAR1
		",02/26/2016,"$1,561,000","$1,801,000",3 Found,Moderate,10 Found,2 Found,Average,https://www.realtytrac.com/property/ca/venice/90291/2416-frey-ave/147961515/
33.769894,-118.181267,925 E Appleton St # 1,Condominium,"1 bed, 1 bath",683 sqft,"5,877 sqft",1953,7275002093,1114926923,Los Angeles,ALAMITOS BEACH,2,576501,,"
Zoning:

LBR4R
		",01/21/2021,"$274,500","$353,500",19 Found,Slightly High,12 Found,1 Found,Average,https://www.realtytrac.com/property/ca/long-beach/90802/925-e-appleton-st-1/18611307/
34.008887,-117.893739,503 Balham Ave,Single Family Residence,"4 beds, 2 baths","1,764 sqft","5,888 sqft",1958,8726007028,1114930535,Los Angeles,24576,1,408141,139,"
Zoning:

LCA16000*
		",01/21/2021,"$599,000","$714,100",4 Found,Moderate,7 Found,1 Found,Average,https://www.realtytrac.com/property/ca/la-puente/91744/503-balham-ave/10867619/
34.137748,-117.894069,905 N Bouquet Ct # A,Condominium,"4 beds, 4 baths","2,005 sqft","20,219 sqft",2012,8625035072,1114931909,Los Angeles,,1,400800,7,"
Zoning:

LCRA20000*
		",01/21/2021,"$620,000","$585,400",5 Found,Moderate,3 Found,1 Found,Average,https://www.realtytrac.com/property/ca/azusa/91702/905-n-bouquet-ct-a/219273900/
34.208814,-118.576482,20327 Saticoy St # 311,Condominium,,440 sqft,0.81 acres,1978,2114002081,1114931945,Los Angeles,37463,1,134104,1,"
Zoning:

LAR3
		",01/21/2021,"$203,500","$293,300",12 Found,,4 Found,1 Found,Average,https://www.realtytrac.com/property/ca/winnetka/91306/20327-saticoy-st-311/144518798/
33.91186,-118.232671,2138 E Nord St,Single Family Residence,"2 beds, 1 bath",594 sqft,"2,470 sqft",1949,6152016008,1114932542,Los Angeles,4631,2,541400,11,"
Zoning:

LCR1YY
		",01/21/2021,"$392,000","$474,600",12 Found,High,22 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/compton/90222/2138-e-nord-st/43969781/
33.821835,-118.181809,3583 Myrtle Ave,Single Family Residence,"2 beds, 1 bath",912 sqft,"4,448 sqft",1929,7145026023,1114933366,Los Angeles,3725,4,572001,34,"
Zoning:

LBR1N
		",01/21/2021,"$812,500","$821,300",10 Found,Slightly High,21 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/long-beach/90807/3583-myrtle-ave/14681955/
34.058079,-118.439628,10809 Wellworth Ave,Single Family Residence,"5 beds, 7 baths","5,118 sqft","6,713 sqft",2010,4325005014,1114934707,Los Angeles,7803,1,265510,8,"
Zoning:

LAR1
		",01/21/2021,"$3,425,000","$2,943,000",5 Found,Slightly High,9 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90024/10809-wellworth-ave/40225488/
33.881697,-118.397417,309 Larsson St,Single Family Residence,"3 beds, 2 baths","1,244 sqft","3,438 sqft",1957,4169006025,1114936855,Los Angeles,142,1,620901,4,"
Zoning:

MNRS
		",01/21/2021,"$725,000","$1,028,000",2 Found,Low,10 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/manhattan-beach/90266/309-larsson-st/154515426/
34.151717,-118.429282,4454 Ventura Canyon Ave # 305,Condominium,"1 bed, 2 baths","1,764 sqft",0.68 acres,1982,2360004066,1114955669,Los Angeles,38926,2,141101,1,"
Zoning:

LAR3
		",01/21/2021,"$690,000","$698,700",0 Found,,5 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/sherman-oaks/91423/4454-ventura-canyon-ave-305/53486191/
34.049226,-118.045,1735 Doreen Ave,Single Family Residence,"3 beds, 2 baths","1,123 sqft","7,593 sqft",1951,8116020011,1114956355,Los Angeles,15896,1,433700,24,"
Zoning:

SER1*
		",01/21/2021,"$520,000","$625,100",7 Found,Moderate,25 Found,1 Found,Average,https://www.realtytrac.com/property/ca/el-monte/91733/1735-doreen-ave/40200988/
34.047295,-118.26442,889 Francisco St # 802,Condominium,"1 bed, 1 bath",740 sqft,2.27 acres,2017,5144023095,1114962057,Los Angeles,,1,207710,3,"
Zoning:

LAC2
		",01/21/2021,"$580,000","$660,200",40 Found,Slightly High,21 Found,1 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90017/889-francisco-st-802/323431250/
34.047289,-118.383481,1742 S Wooster St,Single Family Residence,"3 beds, 2 baths","1,419 sqft","6,560 sqft",1929,4303008005,1114964009,Los Angeles,7965,3,217002,8,"
Zoning:

LAR1
		",01/21/2021,"$3,425,000","$1,957,000",5 Found,Slightly High,9 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90035/1742-s-wooster-st/154562032/
34.110983,-118.342137,6977 Los Tilos Rd,Single Family Residence,"4 beds, 4 baths","3,803 sqft","18,932 sqft",1989,5549013010,1114964867,Los Angeles,9408,1,189702,64,"
Zoning:

LARE9
		",07/30/2019,"$3,242,000","$2,391,000",2 Found,Slightly High,3 Found,1 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90068/6977-los-tilos-rd/44000509/
34.002425,-118.221134,2727 E 46th St,"Warehouse, Storage",,0.81 acres,1.51 acres,1957,6308001024,1114969062,Los Angeles,CHIPLEY & BAKER,1,532400,4,"
Zoning:

VEM&MS1*
		",01/21/2021,"$5,100,000",,0 Found,Very High,50 Found,1 Found,Average,https://www.realtytrac.com/property/ca/vernon/90058/2727-e-46th-st/154667431/
34.245267,-118.466872,9620 Sepulveda Blvd # 2,Condominium,"2 beds, 3 baths","1,046 sqft",2.1 acres,1981,2656010072,1114970444,Los Angeles,35093,2,117102,,"
Zoning:

LARD1.5
		",01/21/2021,"$365,500","$391,800",5 Found,Low,6 Found,1 Found,Average,https://www.realtytrac.com/property/ca/north-hills/91343/9620-sepulveda-blvd-2/23988937/
34.6881,-118.0618,Vac/vic Avenue D-8/107 Ste,MISCELLANEOUS   (Vacant Land)     ,,,2.57 acres,,3306010012,1114971133,Los Angeles,,1,900201,21,"
Zoning:

LCA11*
		",01/21/2021,"$12,000",,1 Found,,1 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/redman/93535/vacvic-avenue-d-8107-ste/241273319/
34.4863,-118.1974,Vac Sierra Hwy/vic Ward Rd,MISCELLANEOUS   (Vacant Land)     ,,,49.69 acres,,3216017038,1114973187,Los Angeles,,1,0,,"
Zoning:

LCA1
		",01/21/2021,"$1,400,000",,1 Found,,2 Found,3 Found,Above Average,https://www.realtytrac.com/property/ca/acton/93510/vac-sierra-hwyvic-ward-rd/247346455/
34.005267,-118.312295,1824 W 43rd St,Single Family Residence,"3 beds, 1 bath","1,510 sqft","5,750 sqft",1914,5022007025,1114974641,Los Angeles,VERMONT AVE SQUARE,2,231500,25,"
Zoning:

LAR1
		",01/21/2021,"$875,000","$889,000",79 Found,Slightly High,6 Found,2 Found,Poor,https://www.realtytrac.com/property/ca/los-angeles/90062/1824-w-43rd-st/18051772/
34.50851,-118.217745,34627 Red Rover Mine Rd,MISCELLANEOUS   (Vacant Land)     ,,,4.63 acres,,3217016042,1114855967,Los Angeles,,1,910804,,"
Zoning:

LCA21-A11*
		",01/21/2021,"$200,000",,0 Found,,2 Found,2 Found,,https://www.realtytrac.com/property/ca/acton/93510/34627-red-rover-mine-rd/241254400/
34.168639,-118.627949,23003 Mariano St,Single Family Residence,"3 beds, 3 baths","2,147 sqft","16,178 sqft",1954,2042007001,1114856443,Los Angeles,9545,1,137000,36,"
Zoning:

LAR1
		",04/22/1965,"$35,500","$919,100",1 Found,Very Low,2 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/woodland-hills/91367/23003-mariano-st/52257022/
34.265734,-118.417564,13057 Jouett St,Single Family Residence,"4 beds, 2 baths","1,102 sqft","3,550 sqft",1958,2535026015,1114857801,Los Angeles,PACOIMA,3,104701,1085,"
Zoning:

LAR1
		",01/21/2021,"$620,000","$581,200",19 Found,Low,15 Found,1 Found,Average,https://www.realtytrac.com/property/ca/arleta/91331/13057-jouett-st/30815691/
34.111306,-118.24895,3033 Perlita Ave,"Duplex (2 units, any combination)","5 beds, 3 baths","2,499 sqft","5,397 sqft",1928,5436032011,1114858376,Los Angeles,5037,2,187102,14,"
Zoning:

LARD1.5
		",01/21/2021,"$950,000","$1,212,000",14 Found,Slightly High,11 Found,1 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90039/3033-perlita-ave/146326328/
34.691601,-118.100094,1632 Orchid Ln,"Quadplex (4 Units, Any Combination)","10 beds, 10 baths","4,035 sqft","15,182 sqft",1990,3147038012,1114858851,Los Angeles,44919,2,900609,12,"
Zoning:

LRR315UDP*
		",01/21/2021,"$725,000","$337,000",12 Found,Moderate,2 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/lancaster/93535/1632-orchid-ln/46085058/
33.941376,-118.140753,7922 Phlox St,Single Family Residence,"3 beds, 2 baths","1,186 sqft","5,616 sqft",1952,6247005008,1114859223,Los Angeles,15961,2,551402,39,"
Zoning:

DOR105
		",01/21/2021,"$636,000","$606,500",6 Found,Moderate,7 Found,2 Found,Above Average,https://www.realtytrac.com/property/ca/downey/90241/7922-phlox-st/3939183/
34.078137,-117.884449,345 E Rossellen Pl,Planned Unit Development (PUD),"4 beds, 3 baths","1,729 sqft","1,895 sqft",2001,8451019087,1114859279,Los Angeles,52605,1,406102,4,"
Zoning:

CVR3-RD1500*
		",01/21/2021,"$620,000","$596,000",6 Found,Moderate,8 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/covina/91723/345-e-rossellen-pl/49052260/
34.29206,-118.465033,12179 Crest Ave,Single Family Residence,"3 beds, 3 baths","1,534 sqft","5,373 sqft",1998,2611043024,1114860191,Los Angeles,49228-02,2,106649,79,"
Zoning:

LAA2
		",01/21/2021,"$630,000","$695,300",15 Found,Low,9 Found,2 Found,Average,https://www.realtytrac.com/property/ca/sylmar/91342/12179-crest-ave/43931246/
33.944449,-118.29787,1247 W 102nd St,Single Family Residence,"2 beds, 1 bath",982 sqft,"9,101 sqft",1931,6060004023,1114861156,Los Angeles,2752,3,600202,104,"
Zoning:

LCR320U*
		",04/18/1985,"$43,500","$352,800",0 Found,Slightly High,11 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/los-angeles/90044/1247-w-102nd-st/53656970/
34.10573,-118.198024,134 S Avenue 53,"Quadplex (4 Units, Any Combination)","6 beds, 4 baths","3,914 sqft","8,950 sqft",1927,5468016013,1114861663,Los Angeles,PACKARD & PALMER,1,183810,14,"
Zoning:

LARD2
		",01/21/2021,"$1,080,000","$1,257,000",15 Found,Slightly High,6 Found,1 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90042/134-s-avenue-53/154755318/
34.1383,-117.7726,6749 Colina De Oro,Single Family Residence,"3 beds, 4 baths","3,323 sqft","15,733 sqft",2018,8678034042,1114862019,Los Angeles,,2,400207,14,"
Zoning:

LVPR3D*
		",01/21/2021,"$1,175,000","$1,568,000",0 Found,Low,4 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/la-verne/91750/6749-colina-de-oro/253430424/
34.037965,-118.606993,19824 Pacific Coast Hwy,Single Family Residence,"3 beds, 3 baths","2,660 sqft","3,897 sqft",1948,4449008008,1114862078,Los Angeles,24026,2,800506,46,"
Zoning:

LCR303
		",01/21/2021,"$4,900,000","$2,603,000",0 Found,Moderate,2 Found,3 Found,Excellent,https://www.realtytrac.com/property/ca/malibu/90265/19824-pacific-coast-hwy/152816599/
34.131285,-118.647239,3514 Pansy Dr,Single Family Residence,"3 beds, 2 baths","1,586 sqft","6,664 sqft",1980,2072002123,1114863428,Los Angeles,9435,2,800101,8,"
Zoning:

LCA11*
		",01/21/2021,"$725,000","$888,000",0 Found,Very Low,2 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/calabasas/91302/3514-pansy-dr/46054934/
34.088758,-118.38389,960 Larrabee St # 314,Condominium,"1 bed, 1 bath",688 sqft,0.91 acres,1963,4339015158,1114863458,Los Angeles,36376,2,700502,,"
Zoning:

WDR4*
		",01/21/2021,"$555,000","$692,700",0 Found,Slightly High,16 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90069/960-larrabee-st-314/7139217/
34.268768,-118.503032,10908 Paso Robles Ave,Single Family Residence,"3 beds, 2 baths","1,207 sqft","6,720 sqft",1953,2696018007,1114863479,Los Angeles,17711,3,111202,7,"
Zoning:

LAR1
		",01/21/2021,"$724,000","$715,400",6 Found,Low,6 Found,1 Found,Average,https://www.realtytrac.com/property/ca/granada-hills/91344/10908-paso-robles-ave/100050262/
34.019548,-117.812844,364 S Prospectors Rd # 140,Condominium,"2 beds, 2 baths",980 sqft,4.12 acres,1979,8717008179,1114864887,Los Angeles,33851,1,403319,,"
Zoning:

LCR315U*
		",01/21/2021,"$332,000","$333,300",1 Found,Low,11 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/diamond-bar/91765/364-s-prospectors-rd-140/12555616/
34.089603,-118.259476,2201 Polyscope Pl,Single Family Residence,"3 beds, 3 baths","1,407 sqft","2,857 sqft",2015,5423030030,1114864936,Los Angeles,,2,195500,30,"
Zoning:

LACM
		",01/21/2021,"$899,000","$1,004,000",6 Found,Slightly High,4 Found,1 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90026/2201-polyscope-pl/251911725/
33.993486,-118.296831,1225 W 54th St,"Triplex (3 units, any combination)","3 beds, 3 baths","2,122 sqft","5,188 sqft",1931,5002006009,1114865462,Los Angeles,VERMONT AVE VILLA TR,2,232600,104,"
Zoning:

LAR2
		",01/21/2021,"$500,000","$653,000",85 Found,Slightly High,11 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/los-angeles/90037/1225-w-54th-st/154622986/
34.133232,-118.014134,1709 Pilgrim Way,Single Family Residence,"3 beds, 2 baths","1,283 sqft","7,606 sqft",1953,8507014022,1114865892,Los Angeles,18931,1,430902,7,"
Zoning:

MORL*
		",09/12/1961,,"$598,500",0 Found,Low,6 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/monrovia/91016/1709-pilgrim-way/154736277/
33.786716,-118.31483,25981 Eshelman Ave,Planned Unit Development (PUD),"3 beds, 3 baths","2,114 sqft","6,919 sqft",2006,7553008085,1114866799,Los Angeles,54200,1,670100,1,"
Zoning:

LOR1
		",10/03/2008,"$700,000","$617,000",7 Found,Moderate,5 Found,2 Found,Average,https://www.realtytrac.com/property/ca/lomita/90717/25981-eshelman-ave/28433514/
33.963889,-118.332175,3425 W 82nd Pl,Single Family Residence,"3 beds, 2 baths","2,060 sqft","7,012 sqft",1939,4011014019,1114867291,Los Angeles,11609,2,600802,60,"
Zoning:

INR1YY
		",08/21/1995,"$225,000","$764,900",16 Found,Moderately High,4 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/inglewood/90305/3425-w-82nd-pl/4280836/
33.88079,-118.075767,12036 165th St,Single Family Residence,"3 beds, 1 bath","1,080 sqft","4,341 sqft",1966,7011026007,1114868259,Los Angeles,5775,2,554700,10,"
Zoning:

NOR1YY
		",01/21/2021,"$528,000","$536,900",15 Found,Moderate,5 Found,1 Found,Average,https://www.realtytrac.com/property/ca/norwalk/90650/12036-165th-st/3052801/
34.167461,-118.465561,15237 Weddington St # 2,Condominium,"3 beds, 3 baths","1,866 sqft","10,454 sqft",2015,2250004067,1114870222,Los Angeles,,2,128801,1,"
Zoning:

LAR3
		",01/21/2021,"$860,000","$987,500",1 Found,,7 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/sherman-oaks/91411/15237-weddington-st-2/252688082/
34.311745,-118.424011,13256 Azores Ave,Single Family Residence,"3 beds, 3 baths","2,276 sqft","6,211 sqft",2012,2512011025,1114870225,Los Angeles,,1,106113,6,"
Zoning:

LAR1
		",01/21/2021,"$775,000","$777,100",11 Found,Low,7 Found,2 Found,Average,https://www.realtytrac.com/property/ca/sylmar/91342/13256-azores-ave/219262843/
33.899459,-118.22751,319 W Arbutus St,Single Family Residence,"3 beds, 2 baths","1,810 sqft","5,974 sqft",1939,6157013016,1114870513,Los Angeles,5922,2,542602,3,"
Zoning:

COR1*
		",01/21/2021,"$450,000","$485,700",23 Found,High,14 Found,2 Found,Poor,https://www.realtytrac.com/property/ca/compton/90220/319-w-arbutus-st/154662719/
33.996653,-118.311531,1802 W 51st St,Single Family Residence,"3 beds, 2 baths","2,272 sqft","8,020 sqft",1912,5015008001,1114870599,Los Angeles,KENDALLS BERRY TR,3,232400,1,"
Zoning:

LAR1
		",09/19/2007,,"$776,800",75 Found,Slightly High,9 Found,2 Found,Poor,https://www.realtytrac.com/property/ca/los-angeles/90062/1802-w-51st-st/45870193/
34.089867,-118.353,1040 N Gardner St # 11,Condominium,"2 beds, 3 baths","1,050 sqft","11,128 sqft",1985,5531023055,1114871534,Los Angeles,43295,2,700102,1,"
Zoning:

WDR3C*
		",01/21/2021,"$743,000","$722,700",6 Found,Slightly High,11 Found,1 Found,Average,https://www.realtytrac.com/property/ca/west-hollywood/90046/1040-n-gardner-st-11/19787948/
33.817433,-118.368445,5241 Bindewald Rd,Single Family Residence,"3 beds, 2 baths","1,091 sqft","6,287 sqft",1949,7530004032,1114871615,Los Angeles,15397,2,651201,23,"
Zoning:

TORR-LO
		",,,"$885,500",0 Found,Low,3 Found,2 Found,Excellent,https://www.realtytrac.com/property/ca/torrance/90505/5241-bindewald-rd/27634554/
33.928485,-118.401823,844 California St,Single Family Residence,"4 beds, 3 baths","2,241 sqft","5,001 sqft",1948,4139015055,1114873054,Los Angeles,EL SEGUNDO,1,620001,8,"
Zoning:

ESR1YY
		",01/21/2021,"$1,790,000","$2,032,000",1 Found,Moderate,13 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/el-segundo/90245/844-california-st/45892859/
33.942065,-118.015524,10249 Valley View Ave,Single Family Residence,"2 beds, 2 baths","1,216 sqft",221.9 acres,1953,8151016008,1114874735,Los Angeles,17561,1,503302,,"
Zoning:

LCRA6000*
		",01/21/2021,"$510,000","$634,800",6 Found,Moderate,2 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/whittier/90604/10249-valley-view-ave/147396438/
33.987184,-118.381109,5625 Cambridge Way # 203,Condominium,"2 beds, 2 baths","1,746 sqft",0.79 acres,1981,4134019024,1114874742,Los Angeles,36604,3,703001,2,"
Zoning:

CCR3*
		",01/21/2021,"$820,000","$852,400",6 Found,Moderate,9 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/culver-city/90230/5625-cambridge-way-203/154505404/
34.021574,-118.41591,3520 Kelton Ave,Single Family Residence,"4 beds, 4 baths","1,714 sqft","5,734 sqft",1939,4252023022,1114874799,Los Angeles,10516,1,271802,260,"
Zoning:

LAR1
		",01/21/2021,"$1,850,000","$1,456,000",1 Found,Slightly High,5 Found,1 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90034/3520-kelton-ave/154540468/
34.71633,-118.156929,45837 Coventry Ct,Single Family Residence,"5 beds, 3 baths","2,875 sqft","7,830 sqft",2001,3119019037,1114875292,Los Angeles,48795,3,900803,84,"
Zoning:

LRR1*
		",01/21/2021,"$465,000","$422,100",4 Found,Moderate,2 Found,2 Found,Poor,https://www.realtytrac.com/property/ca/lancaster/93534/45837-coventry-ct/8734171/
33.847506,-118.190223,269 E Plenty St,Single Family Residence,"2 beds, 1 bath",855 sqft,"2,238 sqft",1969,7131037013,1114875844,Los Angeles,5134,2,571703,1883,"
Zoning:

LBR1N
		",03/07/1989,"$123,500","$442,300",30 Found,Slightly High,11 Found,2 Found,Average,https://www.realtytrac.com/property/ca/long-beach/90805/269-e-plenty-st/25213130/
33.998999,-117.942995,1457 Forest Glen Dr # 169,Condominium,"3 beds, 2 baths","1,097 sqft",12.85 acres,1972,8207003202,1114875885,Los Angeles,31128,1,408623,,"
Zoning:

LCR3*
		",01/21/2021,"$410,000","$325,500",3 Found,Moderate,6 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/hacienda-heights/91745/1457-forest-glen-dr-169/146066670/
34.6867,-118.2375,Vac/ave H2/vic 77 Stw,Residential - Vacant Land,,,2.51 acres,,3268021031,1114876198,Los Angeles,,1,900900,9,"
Zoning:

LCA21*
		",10/25/1976,"$7,000",,2 Found,,2 Found,1 Found,Average,https://www.realtytrac.com/property/ca/del-sur/93536/vacave-h2vic-77-stw/241270235/
34.6881,-118.0618,Vac/vic Avenue M2/220 Ste,MISCELLANEOUS   (Vacant Land)     ,,,13.96 acres,,3346011023,1114876201,Los Angeles,,1,0,2,"
Zoning:

LCA11*
		",01/21/2021,"$15,000",,1 Found,,2 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/butte-valley/93535/vacvic-avenue-m2220-ste/247346477/
33.834005,-118.187554,4146 Elm Ave # 6,Condominium,"1 bed, 1 bath",686 sqft,"21,443 sqft",1977,7139008134,1114876741,Los Angeles,35908,1,571900,,"
Zoning:

LBR4N
		",01/21/2021,"$330,000","$329,900",5 Found,Slightly High,11 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/long-beach/90807/4146-elm-ave-6/40214779/
