latitude,longitude,home_size,lot_size,sex_offenders,crime_index,enviornmental_hazards,school_quality,bedrooms,bathrooms,geometry,neighborhood,sale_price,sale_price_cpi,age
34.456309999999995,-118.390021,1362.0,14285.0,0,Low,2,Excellent,4.0,2.0,POINT (-118.390021 34.45630999999999),754.1158597022891,514.78150704935,548.5977282104707,38.0
34.403040999999995,-118.58586,4156.0,9901.0,0,Low,4,Excellent,3.0,5.0,POINT (-118.58586 34.40304099999999),977.9866814689072,1060.6601717798212,1130.3353999193982,8.0
34.393793,-118.588387,2339.0,5711.0,0,Low,4,Excellent,3.0,3.0,POINT (-118.588387 34.393793),977.9866814689072,689.9275324264136,735.249172194334,16.0
34.670434,-118.21118700000001,1885.0,9529.0,0,Moderate,2,Average,4.0,2.0,POINT (-118.211187 34.670434),585.9924054294548,435.88989435406734,464.52369115431173,18.0
33.93912,-118.262556,828.0,3200.0,79,Slightly High,8,Poor,2.0,1.0,POINT (-118.262556 33.93912),669.3725336788415,948.6832980505138,1011.0027166376739,-1.0
33.961135,-118.316604,1268.0,5586.0,41,Slightly High,7,Poor,3.0,2.0,POINT (-118.316604 33.961135),666.8926269162148,380.7886552931954,405.8028277269499,84.0
34.184704,-118.648271,1356.0,7136.0,3,Very Low,2,Excellent,4.0,2.0,POINT (-118.648271 34.184704),913.0715330159154,604.1522986797286,643.8393260250884,52.0
33.779745,-118.148175,884.0,1982.0,13,Slightly High,5,Average,2.0,1.0,POINT (-118.148175 33.779745),790.8073185403072,500.0,532.845217532143,105.0
34.099229,-118.460581,3813.0,16759.0,0,Slightly High,3,Above Average,5.0,5.0,POINT (-118.460581 34.099229),1055.4609373300532,1264.9110640673518,1348.003622183565,45.0
34.160822,-118.145756,1914.0,9095.0,6,Moderate,5,Poor,4.0,2.0,POINT (-118.145756 34.160822),890.714954100597,669.7014260101288,713.6944040479069,117.0
34.04614,-118.347434,900.0,4366.0,20,Slightly High,14,Average,2.0,1.0,POINT (-118.347434 34.04614),891.2739181885838,606.2177826491071,646.0404925350338,86.0
34.638537,-118.21141499999999,1780.0,12053.0,2,Moderate,2,Above Average,3.0,3.0,POINT (-118.211415 34.638537),625.0605041465147,1048.8088481701516,1117.7055577057215,66.0
33.94761,-118.202238,1162.0,4834.0,17,Slightly High,8,Average,3.0,2.0,POINT (-118.202238 33.94761),673.3862223111025,524.4044240850758,558.8527788528608,84.0
34.100199,-117.746481,1202.0,5920.0,9,Moderately High,6,Average,4.0,2.0,POINT (-117.746481 34.100199),651.8299125207416,469.041575982343,499.85312117186146,57.0
33.765975,-118.321161,1859.0,12658.0,0,Very Low,3,Excellent,4.0,2.0,POINT (-118.321161 33.765975),1111.5969505276664,874.642784226795,931.5513895617808,56.0
34.150628000000005,-117.757897,3895.0,10026.0,0,Low,2,Excellent,4.0,3.0,POINT (-117.757897 34.150628),831.6171620018712,900.0,958.5584717843009,14.0
34.008267,-118.469326,3918.0,6412.0,5,Moderate,4,Excellent,3.0,2.0,POINT (-118.469326 34.008267),1082.5828298508598,948.6832980505138,1010.4093470962121,0.0
33.970806,-118.385747,1525.0,6115.0,6,Slightly High,8,Average,3.0,2.0,POINT (-118.385747 33.970806),1010.9409127858843,839.6427811873333,894.2741124218336,63.0
33.958822999999995,-118.271417,1476.0,6260.0,105,Slightly High,11,Poor,3.0,2.0,POINT (-118.271417 33.958823),609.1339333745709,479.58315233127195,510.7872151024018,72.0
34.073646999999994,-117.954755,2091.0,9550.0,13,Low,2,Above Average,4.0,2.0,POINT (-117.954755 34.07364699999999),731.9389473991702,585.6620185738528,623.7680994514014,63.0
34.162836999999996,-118.057892,1325.0,8159.0,3,Very Low,3,Excellent,3.0,2.0,POINT (-118.057892 34.162837),933.6369071312419,740.9453421137082,789.1549275691245,60.0
34.085007,-118.171567,1236.0,9122.0,15,Slightly High,8,Average,2.0,2.0,POINT (-118.171567 34.085007),743.1996974602537,533.8539126015655,568.5891006882516,91.0
34.15787,-118.626865,2272.0,13852.0,0,Very Low,2,Excellent,3.0,2.0,POINT (-118.626865 34.15787),913.0715330159154,787.4007874011811,838.6329949478126,47.0
33.906155,-118.230086,704.0,5004.0,16,High,18,Poor,2.0,2.0,POINT (-118.230086 33.906155),630.6642838467009,412.31056256176606,439.13753638859095,90.0
34.01268,-118.434452,1485.0,7327.0,4,Slightly High,6,Average,2.0,1.0,POINT (-118.434452 34.01268),1069.0398895848432,866.0254037844386,922.373319531104,61.0
34.685556,-118.178496,1406.0,9723.0,1,Moderate,2,Average,3.0,2.0,POINT (-118.178496 34.685556),585.9924054294548,380.7886552931954,406.176806627742,40.0
33.962967,-118.105429,1176.0,8770.0,17,Moderate,6,Average,2.0,1.0,POINT (-118.105429 33.962967),669.990299560016,538.5164807134504,574.4207486543468,58.0
34.282265,-118.380379,1600.0,5648.0,3,Low,4,Average,3.0,3.0,POINT (-118.380379 34.282265),657.077329825653,574.4562646538029,612.7567297001672,27.0
33.768863,-118.386428,4105.0,10549.0,1,Very Low,2,Excellent,4.0,4.0,POINT (-118.386428 33.768863),1074.9481337266377,1235.0194330454885,1317.3613301356802,27.0
34.686489,-118.179003,1928.0,7149.0,1,Moderate,2,Average,4.0,3.0,POINT (-118.179003 34.686489),585.9924054294548,423.0839160261236,451.2920003216322,23.0
34.282315000000004,-118.509395,1877.0,8800.0,2,Low,4,Above Average,4.0,2.0,POINT (-118.509395 34.282315),786.4228379378518,666.3332499583073,710.7593880641188,51.0
34.09949,-118.20724799999999,1710.0,5817.0,15,Slightly High,2,Poor,3.0,3.0,POINT (-118.207248 34.09949),812.1275285204329,868.9073598491384,926.8396307844837,48.0
34.125889,-118.268425,1687.0,6560.0,3,Slightly High,9,Average,3.0,2.0,POINT (-118.268425 34.125889),941.0631921422736,743.9758060582346,793.5785715053944,90.0
34.695959,-118.15580600000001,2480.0,9211.0,8,Moderate,2,Average,4.0,3.0,POINT (-118.155806 34.695959),585.9924054294548,387.2983346207417,413.1205028872787,24.0
34.705535,-118.141364,2476.0,11683.0,6,Moderate,8,Poor,5.0,3.0,POINT (-118.141364 34.705535),585.9924054294548,380.7886552931954,406.176806627742,6.0
34.693995,-118.108475,1426.0,8289.0,11,Moderate,2,Poor,3.0,2.0,POINT (-118.108475 34.693995),585.9924054294548,267.215269024807,285.03119288335745,39.0
34.296491,-118.445521,1134.0,7151.0,23,Low,6,Average,3.0,1.0,POINT (-118.445521 34.296491),697.5420774310443,524.4044240850758,559.3678051997956,64.0
34.268859,-118.47266599999999,1403.0,5524.0,6,Low,6,Above Average,4.0,2.0,POINT (-118.472666 34.268859),786.4228379378518,574.4562646538029,612.7567297001672,57.0
34.1347,-117.845026,1129.0,8008.0,3,Low,2,Excellent,3.0,2.0,POINT (-117.845026 34.1347),800.215244245759,524.4044240850758,559.3678051997956,59.0
34.008681,-118.352548,1833.0,6373.0,1,Slightly High,3,Poor,2.0,2.0,POINT (-118.352548 34.008681),933.3643413723698,670.820393249937,715.5457006491717,57.0
34.479932,-118.535038,3826.0,7421.0,0,Low,3,Excellent,4.0,5.0,POINT (-118.535038 34.479932),843.9603855140315,761.5773105863908,812.353613255484,8.0
33.774085,-118.331097,2522.0,13705.0,0,Very Low,4,Excellent,4.0,3.0,POINT (-118.331097 33.774085),1111.5969505276664,1148.9125293076058,1225.5134594003343,62.0
33.803187,-118.20101299999999,2079.0,6223.0,25,Slightly High,6,Average,2.0,2.0,POINT (-118.201013 33.803187),790.8073185403072,547.7225575051662,584.2406180775829,73.0
34.648694,-118.222626,1040.0,10022.0,2,Moderate,2,Above Average,3.0,1.0,POINT (-118.222626 34.648694),625.0605041465147,264.5751311064591,282.215030232961,57.0
33.927071000000005,-118.183641,865.0,3455.0,15,Slightly High,25,Average,2.0,1.0,POINT (-118.183641 33.92707100000001),587.9099604652276,346.41016151377545,369.50621094194133,69.0
34.103999,-118.417651,2526.0,8891.0,0,Moderate,3,Above Average,3.0,3.0,POINT (-118.417651 34.103999),980.1372588754194,1072.3805294763608,1148.2142876233602,36.0
34.410771999999994,-118.430985,3097.0,13101.0,0,Low,4,Excellent,5.0,3.0,POINT (-118.430985 34.41077199999999),754.1158597022891,759.9342076785332,813.6732166671293,1.0
34.676509,-118.105853,1272.0,8263.0,13,Moderate,4,Average,3.0,2.0,POINT (-118.105853 34.676509),585.9924054294548,833.0666239863413,891.977216958936,32.0
33.789644,-118.168595,1448.0,2915.0,16,Slightly High,19,Average,5.0,2.0,POINT (-118.168595 33.789644),790.8073185403072,449.44410108488466,481.22669534637254,90.0
34.143587,-117.861248,1901.0,8532.0,1,Low,2,Excellent,3.0,2.0,POINT (-117.861248 34.143587),800.215244245759,689.202437604511,737.9396251335907,62.0
34.180353000000004,-118.389738,1339.0,7155.0,12,Low,3,Average,3.0,2.0,POINT (-118.389738 34.180353),791.7222096289922,651.9202405202649,698.0210046537647,69.0
34.019641,-118.341948,1772.0,5994.0,17,Slightly High,8,Poor,3.0,2.0,POINT (-118.341948 34.019641),933.3643413723698,520.0961449578338,556.8749228130956,67.0
34.384706,-118.543087,2336.0,5503.0,1,Low,4,Excellent,5.0,3.0,POINT (-118.543087 34.384706),754.1158597022891,618.0614856144978,661.7679162440724,43.0
34.669331,-118.16853,2843.0,6719.0,4,Moderate,2,Average,4.0,3.0,POINT (-118.16853 34.669331),585.9924054294548,387.2983346207417,414.686269622421,8.0
33.841213,-118.186795,1017.0,5221.0,14,Slightly High,6,Average,3.0,1.0,POINT (-118.186795 33.841213),790.8073185403072,600.0,642.429206459406,67.0
33.93326,-118.230029,1296.0,3424.0,21,Slightly High,16,Poor,4.0,2.0,POINT (-118.230029 33.93326),572.4752437210581,318.5906464414798,341.1198936313151,22.0
33.942640000000004,-118.305424,1312.0,6752.0,17,Slightly High,5,Poor,2.0,1.0,POINT (-118.305424 33.94264),676.3091226608519,463.6809247747852,497.56205323909705,74.0
34.200835,-118.163256,1636.0,7827.0,2,Moderate,3,Poor,4.0,2.0,POINT (-118.163256 34.200835),861.0586403214015,703.5623639735144,754.9716102089935,64.0
34.187069,-118.293152,3289.0,8231.0,0,Low,5,Excellent,4.0,4.0,POINT (-118.293152 34.187069),879.8952494473324,942.3375191511797,1011.1940470719899,88.0
34.683766,-118.222214,2439.0,7430.0,3,Moderate,2,Average,4.0,3.0,POINT (-118.222214 34.683766),585.9924054294548,415.9326868617084,446.3248553618742,5.0
34.371724,-118.53846200000001,2801.0,7882.0,1,Low,4,Excellent,4.0,4.0,POINT (-118.538462 34.371724),754.1158597022891,752.994023880668,808.0152375921261,36.0
33.753101,-118.32240700000001,1375.0,11402.0,0,Very Low,3,Excellent,2.0,2.0,POINT (-118.322407 33.753101),1074.9481337266377,893.8679992034619,959.1828631389575,75.0
34.167309,-118.165048,1710.0,5496.0,2,Moderate,5,Poor,3.0,3.0,POINT (-118.165048 34.167309),890.714954100597,500.0,536.5349604156871,-4.0
34.266155,-118.42621100000001,1474.0,7991.0,25,Low,17,Average,4.0,3.0,POINT (-118.426211 34.266155),635.5162783883054,524.4044240850758,562.7226138365946,65.0
33.890229999999995,-118.075624,741.0,2600.0,24,Moderate,4,Average,2.0,1.0,POINT (-118.075624 33.89023),654.0646784135786,1118.033988749895,1199.728643794635,55.0
33.953559999999996,-118.25746699999999,1039.0,5338.0,59,Slightly High,5,Poor,3.0,1.0,POINT (-118.257467 33.95356),669.3725336788415,1118.033988749895,1199.728643794635,55.0
33.814878,-118.334561,2404.0,6091.0,1,Low,11,Above Average,3.0,3.0,POINT (-118.334561 33.814878),921.9158827709523,882.6097665446491,949.1834201881401,46.0
33.799283,-118.40023899999998,3092.0,7436.0,2,Very Low,3,Excellent,3.0,3.0,POINT (-118.400239 33.799283),1105.960029470796,1260.9520212918492,1356.0633449011339,40.0
34.1748,-118.357802,1251.0,7500.0,9,Low,9,Above Average,4.0,2.0,POINT (-118.357802 34.1748),879.8952494473324,587.3670062235366,631.6710340239832,70.0
34.119084,-117.732055,2301.0,16435.0,0,Low,3,Excellent,4.0,2.0,POINT (-117.732055 34.119084),790.9299160441853,677.4953874381729,728.5976355414857,48.0
33.926121,-118.0932,1130.0,5388.0,13,Moderate,2,Above Average,3.0,1.0,POINT (-118.0932 33.926121),654.0646784135786,504.9752469181039,543.0646137721262,60.0
34.282265,-118.380379,1600.0,5648.0,3,Low,4,Average,3.0,3.0,POINT (-118.380379 34.282265),657.077329825653,481.6637831516918,517.9948085806203,26.0
34.118884,-117.76357900000001,1782.0,10080.0,0,Low,3,Excellent,3.0,2.0,POINT (-117.763579 34.118884),831.6171620018712,599.1660871578097,644.3600982296913,32.0
33.953716,-118.092275,1241.0,5150.0,14,Moderate,3,Average,3.0,2.0,POINT (-118.092275 33.953716),669.990299560016,565.685424949238,608.3540504043773,54.0
34.094108,-118.385248,1900.0,6886.0,0,Slightly High,9,Above Average,3.0,3.0,POINT (-118.385248 34.094108),1071.6969533460049,1216.552506059644,1308.3148547753246,64.0
34.688709,-118.212702,1880.0,7768.0,3,Moderate,2,Average,3.0,2.0,POINT (-118.212702 34.688709),585.9924054294548,412.31056256176606,443.4104003677772,8.0
34.191452000000005,-118.16932,1564.0,7323.0,2,Moderate,4,Poor,3.0,2.0,POINT (-118.16932 34.19145200000001),861.0586403214015,548.6346689738081,590.017186835654,65.0
34.449465999999994,-118.503261,1650.0,7195.0,2,Low,3,Excellent,4.0,2.0,POINT (-118.503261 34.44946599999999),754.1158597022891,556.7764362830022,598.7730728838807,46.0
33.932456,-118.00314499999999,1185.0,6560.0,10,Moderate,2,Above Average,3.0,2.0,POINT (-118.003145 33.932456),680.9414955576393,548.6346689738081,590.017186835654,57.0
34.089934,-118.248679,2305.0,6374.0,6,Slightly High,3,Above Average,3.0,3.0,POINT (-118.248679 34.089934),881.494907852348,583.09518948453,627.0770018973946,80.0
33.932687,-118.15283400000001,1384.0,5969.0,6,Moderate,9,Above Average,3.0,2.0,POINT (-118.152834 33.932687),758.3911187827508,572.7128425310541,615.9115333467113,69.0
34.382408,-118.544223,2532.0,5691.0,1,Low,4,Excellent,4.0,3.0,POINT (-118.544223 34.382408),754.1158597022891,651.9202405202649,700.2282386920489,43.0
34.680991,-118.171146,2690.0,7888.0,1,Moderate,2,Average,5.0,3.0,POINT (-118.171146 34.680991),585.9924054294548,424.26406871192853,455.70249719105226,22.0
34.180353000000004,-118.389738,1339.0,7155.0,12,Low,3,Average,3.0,2.0,POINT (-118.389738 34.180353),791.7222096289922,571.4017850864661,613.7432782226239,68.0
33.969945,-117.887495,3632.0,8854.0,2,Very Low,2,Excellent,5.0,4.0,POINT (-117.887495 33.969945),793.0121946163231,948.6832980505138,1018.9817612355998,12.0
34.699053,-118.187321,3209.0,10029.0,0,Moderate,3,Average,5.0,3.0,POINT (-118.187321 34.699053),585.9924054294548,471.16875957558983,506.08287661238376,5.0
34.665268,-118.070044,1552.0,7085.0,2,Moderate,3,Average,4.0,2.0,POINT (-118.070044 34.665268),585.9924054294548,354.96478698597696,381.2680633915103,2.0
33.958822999999995,-118.271417,1476.0,6260.0,105,Slightly High,11,Poor,3.0,2.0,POINT (-118.271417 33.958823),609.1339333745709,336.1547262794322,361.0641567483863,71.0
34.100281,-118.253214,600.0,5128.0,7,Slightly High,10,Above Average,2.0,1.0,POINT (-118.253214 34.100281),872.0758784976775,648.074069840786,696.0970625861327,63.0
34.031304,-118.13968,1278.0,5620.0,11,Moderate,3,Average,3.0,1.0,POINT (-118.13968 34.031304),729.893778999062,557.6737397439474,598.9979698039054,70.0
34.302764,-118.510382,2206.0,12503.0,1,Low,4,Above Average,5.0,3.0,POINT (-118.510382 34.302764),786.4228379378518,744.983221287567,800.1872874525458,46.0
34.712585,-118.156361,1590.0,6337.0,4,Moderate,2,Poor,3.0,2.0,POINT (-118.156361 34.712585),585.9924054294548,364.6916505762094,391.7156981425816,9.0
33.850028,-118.192709,728.0,3600.0,29,Slightly High,12,Average,2.0,1.0,POINT (-118.192709 33.850028),790.8073185403072,424.26406871192853,455.70249719105226,79.0
34.042951,-118.040862,1194.0,5186.0,6,Slightly High,14,Above Average,3.0,2.0,POINT (-118.040862 34.042951),645.260760817003,565.685424949238,607.347000182727,56.0
34.155307,-118.61198600000002,1302.0,6259.0,1,Very Low,3,Above Average,3.0,2.0,POINT (-118.611986 34.155307),913.0715330159154,613.1883886702357,658.3484600812665,58.0
33.9436,-118.1974,1006.0,3903.0,17,Slightly High,9,Average,3.0,2.0,POINT (-118.1974 33.9436),673.3862223111025,500.0,536.8239779531419,88.0
34.296491,-118.445521,1134.0,7151.0,23,Low,6,Average,3.0,1.0,POINT (-118.445521 34.296491),697.5420774310443,426.02816808281585,457.404271820614,63.0
33.94761,-118.202238,1162.0,4834.0,17,Slightly High,8,Average,3.0,2.0,POINT (-118.202238 33.94761),673.3862223111025,442.7188724235731,475.3242124187042,83.0
34.686489,-118.179003,1928.0,7149.0,1,Moderate,2,Average,4.0,3.0,POINT (-118.179003 34.686489),585.9924054294548,356.37059362410923,382.61655938963384,22.0
34.06282,-118.177819,1350.0,4361.0,14,Slightly High,25,Average,3.0,2.0,POINT (-118.177819 34.06282),743.1996974602537,513.8093031466052,551.6503080489848,53.0
34.675489,-118.095096,1248.0,6783.0,12,Moderate,3,Average,2.0,2.0,POINT (-118.095096 34.675489),585.9924054294548,289.8275349237888,311.17274043628294,24.0
33.899413,-118.140728,2458.0,6110.0,9,Moderate,5,Above Average,4.0,2.0,POINT (-118.140728 33.899413),723.1076385663375,670.820393249937,720.2249439930443,51.0
34.072777,-118.48561200000002,2881.0,11198.0,1,Slightly High,3,Excellent,4.0,3.0,POINT (-118.485612 34.072777),1159.632607527183,1118.033988749895,1200.3749066550738,61.0
33.978953999999995,-118.29604199999999,1150.0,2870.0,65,Slightly High,9,Poor,3.0,2.0,POINT (-118.296042 33.97895399999999),557.1629643545583,463.6809247747852,497.83007707718355,87.0
33.832796,-118.193171,1400.0,4884.0,8,Slightly High,9,Above Average,2.0,1.0,POINT (-118.193171 33.832796),790.8073185403072,655.7438524302,704.0380467597962,94.0
34.454563,-118.553475,1693.0,4292.0,1,Low,3,Excellent,2.0,2.0,POINT (-118.553475 34.454563),754.1158597022891,552.268050859363,592.3296232162288,6.0
33.811444,-118.094153,1423.0,6200.0,4,Slightly High,3,Excellent,4.0,2.0,POINT (-118.094153 33.811444),790.8073185403072,752.3297149521611,806.9037777915329,57.0
34.154289,-118.37263700000001,1579.0,8251.0,7,Low,4,Excellent,3.0,2.0,POINT (-118.372637 34.154289),791.7222096289922,656.5059024867941,704.1288976505715,83.0
33.965854,-118.325822,1582.0,5251.0,29,Moderately High,4,Poor,3.0,3.0,POINT (-118.325822 33.965854),769.3714167326386,591.6079783099616,634.5232724195589,74.0
33.971072,-118.24710800000001,846.0,5157.0,19,Slightly High,27,Average,2.0,1.0,POINT (-118.247108 33.971072),600.7489608625771,391.1521443121589,419.5263548201197,88.0
34.038689,-118.64739099999998,1216.0,6767.0,0,Moderate,3,Excellent,3.0,2.0,POINT (-118.647391 34.038689),1156.477294485478,913.7833441248532,980.0692672417038,36.0
33.777063,-118.123375,1984.0,7543.0,3,Slightly High,8,Excellent,3.0,2.0,POINT (-118.123375 33.777063),790.8073185403072,842.6149773176359,903.7383409275028,56.0
33.834973,-118.13993899999998,1611.0,8165.0,4,Slightly High,4,Above Average,2.0,2.0,POINT (-118.139939 33.834973),790.8073185403072,701.78344238091,752.690874219571,55.0
34.200835,-118.163256,1636.0,7827.0,2,Moderate,3,Poor,4.0,2.0,POINT (-118.163256 34.200835),861.0586403214015,558.5696017507577,599.0882891563815,63.0
34.669118,-118.179344,1134.0,6665.0,5,Moderate,2,Average,3.0,2.0,POINT (-118.179344 34.669118),585.9924054294548,1048.8088481701516,1124.8895330732682,24.0
34.686504,-118.173572,1563.0,7338.0,1,Moderate,4,Average,3.0,2.0,POINT (-118.173572 34.686504),585.9924054294548,316.22776601683796,339.16695561837383,20.0
33.793145,-118.178592,1150.0,2499.0,25,Slightly High,16,Above Average,2.0,1.0,POINT (-118.178592 33.793145),790.8073185403072,446.65422868254586,479.41814034728344,27.0
33.841213,-118.186795,1017.0,5221.0,14,Slightly High,6,Average,3.0,1.0,POINT (-118.186795 33.841213),790.8073185403072,509.9019513592785,547.3053417655217,66.0
34.185608,-118.330722,887.0,6750.0,5,Low,6,Excellent,2.0,1.0,POINT (-118.330722 34.185608),879.8952494473324,648.074069840786,695.6129493877249,64.0
34.144614000000004,-117.875577,2236.0,13286.0,0,Low,4,Excellent,4.0,2.0,POINT (-117.875577 34.144614),800.215244245759,768.1145747868608,824.4589155780478,35.0
34.18207,-118.355329,1550.0,6000.0,8,Low,5,Above Average,3.0,2.0,POINT (-118.355329 34.18207),879.8952494473324,595.8187643906492,639.5245038891168,72.0
34.15106,-118.14468500000001,792.0,1983.0,2,Moderate,6,Average,2.0,1.0,POINT (-118.144685 34.15106),890.714954100597,514.78150704935,552.5428327919814,96.0
34.115993,-118.258226,1396.0,6753.0,8,Slightly High,5,Average,4.0,2.0,POINT (-118.258226 34.115993),941.0631921422736,598.3310120660636,642.2210351907268,89.0
34.185528999999995,-118.651452,1604.0,7291.0,3,Very Low,2,Excellent,3.0,3.0,POINT (-118.651452 34.185529),824.1942676003653,1230.2991506133783,1320.5466174532091,51.0
34.105483,-117.724948,2415.0,10440.0,1,Low,3,Excellent,4.0,3.0,POINT (-117.724948 34.105483),790.9299160441853,806.2257748298549,865.3657277779646,58.0
34.167309,-118.214349,1776.0,1949.0,1,Low,2,Excellent,3.0,3.0,POINT (-118.214349 34.167309),900.964697477965,758.287544405155,813.911032387442,21.0
34.275734,-118.472226,1080.0,7719.0,5,Low,7,Above Average,3.0,2.0,POINT (-118.472226 34.275734),786.4228379378518,564.8008498577176,606.231298658101,56.0
33.826116,-118.097821,2140.0,4872.0,4,Slightly High,3,Excellent,4.0,3.0,POINT (-118.097821 33.826116),790.8073185403072,781.0249675906655,838.3163384158646,58.0
34.155207,-118.364525,1218.0,6999.0,7,Low,6,Average,2.0,1.0,POINT (-118.364525 34.155207),931.1916397904457,692.0982589199311,742.866492516322,85.0
34.104517,-117.735354,1507.0,7596.0,6,Low,6,Excellent,3.0,2.0,POINT (-117.735354 34.104517),790.9299160441853,565.685424949238,607.180760944902,58.0
33.908214,-118.251705,1138.0,5201.0,7,High,6,Poor,3.0,1.0,POINT (-118.251705 33.908214),630.6642838467009,1216.552506059644,1305.7916003846246,60.0
33.905012,-118.23796899999999,616.0,5265.0,15,High,12,Poor,1.0,1.0,POINT (-118.237969 33.905012),630.6642838467009,281.0693864511039,302.10265169887214,88.0
34.683972999999995,-118.09940700000001,1860.0,6539.0,15,Moderate,2,Average,4.0,3.0,POINT (-118.099407 34.68397299999999),585.9924054294548,951.3148795220224,1022.5046253985847,22.0
33.813161,-118.123883,1384.0,5932.0,2,Slightly High,4,Excellent,3.0,2.0,POINT (-118.123883 33.813161),790.8073185403072,679.3379129711517,730.1748066535351,61.0
34.19638,-118.16275300000001,1260.0,7933.0,3,Moderate,3,Poor,3.0,1.0,POINT (-118.162753 34.19638),861.0586403214015,663.32495807108,712.9635543078882,63.0
34.041293,-118.432631,2340.0,6784.0,4,Slightly High,9,Above Average,4.0,3.0,POINT (-118.432631 34.041293),1109.6490534957786,964.3650760992955,1036.5314073294287,81.0
34.686392,-118.23931200000001,1380.0,6642.0,2,Moderate,2,Average,3.0,2.0,POINT (-118.239312 34.686392),585.9924054294548,346.41016151377545,372.33307294728013,19.0
33.971346999999994,-117.860726,3002.0,9929.0,0,Low,2,Excellent,5.0,3.0,POINT (-117.860726 33.97134699999999),793.0121946163231,880.3408430829504,946.219388928173,24.0
34.205071000000004,-118.647176,3120.0,10721.0,1,Very Low,3,Excellent,5.0,5.0,POINT (-118.647176 34.205071),824.1942676003653,930.0537618869137,999.652474558723,13.0
34.013727,-118.121894,1427.0,9970.0,16,Moderate,11,Average,3.0,2.0,POINT (-118.121894 34.013727),729.893778999062,565.685424949238,608.0173620555357,72.0
34.149491999999995,-117.904853,2241.0,11323.0,3,Moderate,3,Average,3.0,2.0,POINT (-117.904853 34.149492),737.9511075570903,634.8228099241551,682.3285049237461,38.0
33.974278000000005,-118.30301499999999,2432.0,2951.0,72,Slightly High,11,Poor,3.0,3.0,POINT (-118.303015 33.97427800000001),666.8926269162148,353.5533905932738,380.0108512847098,26.0
33.813165000000005,-118.279144,2188.0,5829.0,8,Moderate,11,Average,5.0,3.0,POINT (-118.279144 33.81316500000001),679.8685149672215,570.087712549569,612.749086041536,59.0
34.132081,-118.445655,1404.0,7493.0,0,Moderate,2,Above Average,3.0,2.0,POINT (-118.445655 34.132081),1021.5273371887986,609.507998306831,655.11931002204,57.0
34.072928999999995,-117.766502,1414.0,7202.0,12,Moderately High,3,Average,3.0,2.0,POINT (-117.766502 34.07292899999999),651.8299125207416,479.58315233127195,515.4717981162489,59.0
33.93326,-118.230029,1296.0,3424.0,21,Slightly High,16,Poor,4.0,2.0,POINT (-118.230029 33.93326),572.4752437210581,357.77087639996637,384.71426823191007,21.0
34.042051,-117.734344,1533.0,7332.0,9,Moderately High,12,Average,3.0,2.0,POINT (-117.734344 34.042051),651.8299125207416,642.5846247771573,690.9770750089032,32.0
34.12095,-118.185888,788.0,4411.0,15,Slightly High,6,Average,3.0,1.0,POINT (-118.185888 34.12095),800.2914144871164,600.0,645.1854417604791,87.0
33.908363,-118.36800900000001,1086.0,5299.0,5,Slightly High,9,Average,3.0,1.0,POINT (-118.368009 33.908363),791.4773097539816,624.4997998398399,671.530298731663,64.0
33.953716,-118.092275,1241.0,5150.0,14,Moderate,3,Average,3.0,2.0,POINT (-118.092275 33.953716),669.990299560016,474.3416490252569,510.0638772862575,54.0
34.188208,-118.377566,855.0,7019.0,12,Low,7,Average,2.0,1.0,POINT (-118.377566 34.188208),791.7222096289922,479.58315233127195,515.700113329558,69.0
33.815837,-118.36796,1340.0,6061.0,0,Low,3,Excellent,3.0,2.0,POINT (-118.36796 33.815837),921.9158827709523,754.983443527075,811.8405442231059,62.0
33.958185,-118.216807,1674.0,4801.0,18,Slightly High,5,Average,4.0,2.0,POINT (-118.216807 33.958185),673.3862223111025,529.1502622129182,569.0000761391915,86.0
33.917886,-118.15316599999998,1413.0,5230.0,9,Moderate,5,Above Average,3.0,2.0,POINT (-118.153166 33.917886),758.3911187827508,498.998997994986,536.578148265719,64.0
33.871635999999995,-118.358564,970.0,3264.0,6,Low,9,Excellent,2.0,2.0,POINT (-118.358564 33.871636),945.737559687281,608.276253029822,654.0849717057578,61.0
34.456818,-118.552063,2392.0,4626.0,1,Low,3,Excellent,2.0,3.0,POINT (-118.552063 34.456818),754.1158597022891,681.9090848492928,732.8702681253404,7.0
33.789644,-118.168595,1448.0,2915.0,16,Slightly High,19,Average,5.0,2.0,POINT (-118.168595 33.789644),790.8073185403072,393.70039370059055,423.12284658323847,89.0
33.802018,-118.365737,2090.0,11063.0,1,Very Low,3,Excellent,4.0,2.0,POINT (-118.365737 33.802018),1105.960029470796,1118.033988749895,1201.5881402862776,56.0
34.389831,-118.54956899999999,2038.0,7187.0,1,Low,4,Excellent,4.0,2.0,POINT (-118.549569 34.389831),754.1158597022891,648.074069840786,696.5066573856631,38.0
34.042119,-118.420155,2547.0,6253.0,4,Slightly High,7,Excellent,5.0,3.0,POINT (-118.420155 34.042119),1026.876240989255,1254.9900398011134,1348.779342288634,84.0
33.965854,-118.325822,1582.0,5251.0,29,Moderately High,4,Poor,3.0,3.0,POINT (-118.325822 33.965854),769.3714167326386,469.041575982343,504.0945093554261,74.0
34.021425,-117.814754,1465.0,7030.0,1,Low,4,Above Average,4.0,2.0,POINT (-117.814754 34.021425),782.6737066019108,552.268050859363,593.5407571227935,47.0
