Latitude,Longitude,HomeSize,LotSize,YearBuilt,Age,SexOffenders,CrimeIndex,EnviornmentalHazards,SchoolQuality,Bedrooms,Bathrooms,Neighborhood,SalePrice,SalePriceTransformed,Date
33.97155,-118.27208,1416.0,3829.0,1981,39,22,Slightly High,14,Poor,3,2,Florence,460000.0,679.17,2020-09-21
33.97359,-118.26853,816.0,5383.0,1922,98,22,Slightly High,15,Poor,2,1,Florence,390000.0,625.233,2020-10-02
33.97411,-118.26441,1722.0,5407.0,1927,94,24,Slightly High,18,Poor,3,2,Florence,400000.0,632.05,2021-01-21
33.97415,-118.25734,884.0,5400.0,1951,70,24,Slightly High,18,Poor,2,1,Florence,975000.0,986.788,2021-01-21
33.97055,-118.25734,1323.0,5743.0,1923,97,22,Slightly High,15,Poor,2,2,Florence,535000.0,732.296,2020-10-05
33.96999,-118.25381,777.0,5448.0,1923,98,23,Slightly High,18,Poor,2,1,Florence-Firestone,380000.0,616.046,2021-01-12
33.96615,-118.23728,746.0,2973.0,1924,96,15,Slightly High,12,Poor,2,1,Florence-Firestone,380000.0,617.165,2020-10-06
33.96314,-118.23658,1065.0,5027.0,1951,69,18,Slightly High,10,Poor,3,1,Florence-Firestone,1600000.0,1266.78,2020-11-03
33.96238,-118.23497,540.0,2813.0,1928,93,20,Slightly High,12,Poor,1,1,Florence-Firestone,216000.0,464.46,2021-01-20
33.96104,-118.2448,700.0,4271.0,1923,97,22,Slightly High,12,Poor,2,1,Florence-Firestone,354000.0,595.801,2020-09-25
33.96186,-118.25426,1001.0,3452.0,1940,70,22,Slightly High,10,Poor,2,1,Florence-Firestone,990000.0,1087.93,2010-08-26
33.9631,-118.25182,1145.0,6173.0,1906,114,22,Slightly High,12,Poor,3,1,Florence-Firestone,515000.0,718.697,2020-11-25
33.96675,-118.2638,1004.0,5363.0,1928,92,22,Slightly High,11,Poor,2,1,Florence,471000.0,687.1,2020-10-08
33.96676,-118.26213,1273.0,5352.0,1928,92,22,Slightly High,9,Poor,3,2,Florence,950000.0,975.824,2020-10-07
33.96495,-118.26007,896.0,5100.0,1925,95,22,Slightly High,8,Poor,2,1,Florence,980000.0,989.516,2020-12-31
33.96495,-118.25968,1339.0,5101.0,1931,75,22,Slightly High,8,Poor,3,1,Florence,425000.0,739.39,2006-06-14
33.96397,-118.25996,1064.0,5100.0,1929,91,22,Slightly High,8,Poor,2,1,Florence,410000.0,640.032,2020-12-09
33.96302,-118.26279,537.0,1700.0,1929,91,22,Slightly High,9,Poor,1,1,Florence,280000.0,528.918,2020-12-07
33.96219,-118.25776,1612.0,5102.0,1927,93,22,Slightly High,9,Poor,2,2,Florence,455000.0,674.241,2020-12-29
33.96081,-118.25774,1643.0,5185.0,1930,90,22,Slightly High,7,Poor,3,1,Florence,505000.0,710.322,2020-12-10
33.96725,-118.27039,1000.0,4803.0,1990,15,22,Slightly High,9,Poor,3,2,Florence,310000.0,651.367,2005-01-12
33.9643,-118.27223,1092.0,5064.0,1903,117,22,Slightly High,5,Poor,2,1,Florence,340000.0,583.78,2020-10-06
33.96263,-118.26673,1300.0,5200.0,1970,50,22,Slightly High,13,Poor,3,2,Florence,400000.0,633.392,2020-11-24
33.96768,-118.27565,1072.0,6942.0,1923,97,22,Slightly High,7,Poor,3,1,Florence,975000.0,986.988,2020-12-18
33.9639,-118.27564,1702.0,5411.0,1912,108,22,Slightly High,5,Poor,3,1,Florence,455000.0,674.241,2020-12-08
33.96418,-118.2997,1534.0,4950.0,1936,84,22,Slightly High,5,Poor,2,1,Vermont Knolls,628500.0,792.432,2020-12-15
33.96489,-118.29347,1292.0,4262.0,1937,83,22,Slightly High,4,Poor,2,2,Vermont Knolls,400000.0,633.198,2020-10-09
33.9649,-118.29362,1356.0,4092.0,1929,92,24,Slightly High,4,Poor,3,2,Vermont Knolls,528000.0,726.17,2021-01-13
33.9653,-118.2948,1550.0,4081.0,1930,90,22,Slightly High,4,Poor,2,2,Vermont Knolls,521500.0,723.148,2020-09-23
33.96248,-118.29383,2183.0,5259.0,1932,76,22,Slightly High,5,Poor,4,3,Vermont Knolls,570000.0,824.614,2008-09-30
33.96617,-118.30196,1152.0,6676.0,1927,93,22,Slightly High,4,Poor,2,1,Manchester Square,1000000.0,1001.17,2020-10-21
33.96613,-118.30179,1126.0,6675.0,1925,95,22,Slightly High,4,Poor,2,1,Manchester Square,1000000.0,1001.17,2020-10-21
33.96395,-118.30381,1596.0,6735.0,1932,88,22,Slightly High,5,Poor,3,2,Manchester Square,675000.0,822.719,2020-09-23
33.96294,-118.30229,1354.0,4207.0,1929,92,24,Slightly High,9,Poor,3,1,Manchester Square,688000.0,828.926,2021-01-12
33.96245,-118.30801,2048.0,6675.0,1929,91,22,Slightly High,12,Poor,3,2,Manchester Square,630000.0,794.822,2020-09-30
33.96618,-118.31457,1352.0,5806.0,1926,94,22,Slightly High,4,Poor,3,2,Manchester Square,650000.0,807.34,2020-09-24
33.96485,-118.31176,1582.0,5940.0,1927,93,22,Slightly High,7,Poor,2,2,Manchester Square,600000.0,775.506,2020-10-07
33.96395,-118.31541,1208.0,5805.0,1940,81,24,Slightly High,5,Poor,2,1,Manchester Square,620000.0,786.896,2021-01-12
33.96114,-118.3166,1268.0,5586.0,1928,92,22,Slightly High,7,Poor,3,2,Manchester Square,665000.0,816.682,2020-11-16
33.95748,-118.31473,1648.0,5401.0,1938,73,22,Slightly High,6,Poor,2,1,Gramercy Park,300000.0,588.309,2011-11-08
33.95737,-118.31474,1863.0,5400.0,1938,82,22,Slightly High,6,Poor,4,3,Gramercy Park,820000.0,906.79,2020-09-30
33.95427,-118.31068,1131.0,6600.0,1941,79,22,Slightly High,5,Poor,2,1,Gramercy Park,420000.0,647.79,2020-12-17
33.95342,-118.31103,1505.0,6600.0,1941,79,22,Slightly High,5,Poor,2,1,Gramercy Park,645000.0,802.767,2020-12-30
33.95522,-118.3099,1208.0,5197.0,1925,95,22,Slightly High,5,Poor,2,1,Gramercy Park,700000.0,837.898,2020-11-20
33.95425,-118.30607,1448.0,6751.0,1933,87,22,Slightly High,5,Poor,3,2,Gramercy Park,610000.0,780.683,2020-12-16
33.9557,-118.3039,1000.0,5399.0,1929,91,22,Slightly High,5,Poor,2,1,Gramercy Park,510000.0,715.2,2020-11-16
33.95842,-118.30153,782.0,4632.0,1934,86,22,Slightly High,9,Poor,2,1,Gramercy Park,499000.0,707.376,2020-09-30
33.95545,-118.30715,1707.0,5074.0,1931,90,22,Slightly High,5,Poor,3,2,Gramercy Park,685000.0,827.117,2021-01-04
33.95289,-118.30715,1225.0,5609.0,1937,83,22,Slightly High,5,Poor,2,1,Gramercy Park,600000.0,775.506,2020-10-09
33.95656,-118.28244,850.0,4757.0,1925,96,24,Slightly High,9,Poor,2,1,Vermont Vista,450000.0,670.39,2021-01-14
33.95809,-118.28909,1174.0,4002.0,1932,88,22,Slightly High,8,Poor,2,1,Vermont Vista,393000.0,627.633,2020-10-07
33.9543,-118.29074,1450.0,5092.0,1929,91,22,Slightly High,5,Poor,4,1,Vermont Vista,350000.0,591.349,2020-12-31
33.95302,-118.28194,1328.0,4263.0,1940,80,22,Slightly High,6,Poor,2,2,Vermont Vista,515000.0,717.32,2020-12-08
33.95127,-118.28189,828.0,5517.0,1921,99,22,Slightly High,5,Poor,2,1,Vermont Vista,150000.0,387.834,2020-09-24
33.94971,-118.28663,1284.0,5864.0,1939,81,22,Slightly High,4,Poor,4,2,Vermont Vista,989000.0,994.049,2020-12-30
33.9512,-118.29088,692.0,4056.0,1925,95,22,Slightly High,5,Poor,1,1,Vermont Vista,475000.0,690.012,2020-10-06
33.963,-118.27547,880.0,5400.0,1922,98,22,Slightly High,8,Poor,3,2,Florence,440000.0,664.242,2020-09-21
33.95846,-118.27527,1224.0,4356.0,1913,107,22,Slightly High,8,Poor,2,1,Broadway-Manchester,465000.0,682.71,2020-10-01
33.95659,-118.27932,1024.0,3570.0,1926,94,22,Slightly High,5,Poor,2,1,Broadway-Manchester,425000.0,652.885,2020-11-25
33.95448,-118.2797,776.0,4264.0,1923,98,24,Slightly High,6,Poor,2,1,Broadway-Manchester,450000.0,670.39,2021-01-20
33.95353,-118.27141,947.0,5192.0,1926,95,24,Slightly High,4,Poor,2,1,Broadway-Manchester,475000.0,688.761,2021-01-12
33.95826,-118.26981,492.0,2521.0,1924,96,22,Slightly High,10,Poor,1,1,Broadway-Manchester,225000.0,474.134,2020-12-31
33.95882,-118.27142,1476.0,6260.0,1940,80,22,Slightly High,11,Poor,3,2,Broadway-Manchester,515000.0,717.32,2020-12-09
33.95897,-118.26256,780.0,5403.0,1924,96,22,Slightly High,5,Poor,2,1,Green Meadows,970000.0,986.344,2020-11-25
33.95451,-118.25996,988.0,4841.0,1939,81,22,Slightly High,4,Poor,2,1,Green Meadows,377000.0,614.724,2020-10-01
33.95808,-118.26034,1253.0,5158.0,1937,64,22,Slightly High,4,Poor,4,1,Green Meadows,955000.0,1187.02,2001-04-17
33.95356,-118.25747,1039.0,5338.0,1957,55,22,Slightly High,5,Poor,3,1,Green Meadows,1250000.0,1199.73,2012-01-30
33.95539,-118.25281,1701.0,5095.0,1927,94,24,Slightly High,6,Poor,5,2,Florence-Firestone,475000.0,688.761,2021-01-25
33.95627,-118.25253,1116.0,5002.0,1941,79,22,Slightly High,5,Poor,2,1,Florence-Firestone,385000.0,620.212,2020-12-10
33.95673,-118.25187,816.0,5046.0,1926,94,22,Slightly High,7,Poor,2,1,Florence-Firestone,456000.0,676.211,2020-09-23
33.95749,-118.24278,1007.0,6717.0,1906,91,22,Slightly High,12,Poor,2,1,Florence-Firestone,125000.0,449.319,1997-10-10
33.95374,-118.24172,933.0,6092.0,1930,90,22,Slightly High,16,Poor,2,1,Florence-Firestone,360000.0,599.737,2020-12-30
33.95946,-118.23879,560.0,2315.0,1923,97,22,Slightly High,10,Poor,2,1,Florence-Firestone,300000.0,548.366,2020-10-21
33.95895,-118.23709,1368.0,3375.0,2015,5,22,Slightly High,9,Above Average,3,2,Florence-Firestone,465000.0,681.61,2020-12-15
33.95718,-118.29339,456.0,4104.0,1920,100,22,Slightly High,7,Poor,1,1,Westmont,740000.0,861.243,2020-10-23
33.94915,-118.24108,598.0,2050.0,1929,91,22,Slightly High,8,Poor,2,1,Watts,350000.0,592.303,2020-10-05
33.94916,-118.2394,1243.0,8926.0,1946,74,22,Slightly High,10,Poor,3,2,Watts,450000.0,670.526,2020-12-29
33.9525,-118.25034,630.0,4862.0,1923,97,22,Slightly High,4,Poor,2,1,Florence-Firestone,260000.0,510.501,2020-10-01
33.94846,-118.25182,943.0,5021.0,1914,62,22,Slightly High,4,Poor,2,1,Florence-Firestone,16500.0,276.082,1976-05-21
33.95229,-118.25918,812.0,4800.0,1938,82,22,Slightly High,5,Poor,2,1,Green Meadows,425000.0,652.885,2020-11-18
33.95179,-118.2574,1518.0,5027.0,1941,79,22,Slightly High,5,Poor,3,2,Green Meadows,539000.0,735.028,2020-10-21
33.94957,-118.2611,1272.0,5317.0,1942,78,22,Slightly High,8,Poor,2,2,Green Meadows,415000.0,645.159,2020-11-25
33.94899,-118.26256,941.0,4887.0,1939,81,22,Slightly High,9,Poor,2,1,Green Meadows,375000.0,613.092,2020-10-01
33.94773,-118.26038,1265.0,4800.0,1926,95,24,Slightly High,4,Poor,2,1,Green Meadows,515000.0,717.175,2021-01-25
33.94527,-118.25782,1684.0,6467.0,1945,76,24,Slightly High,4,Poor,4,2,Green Meadows,420000.0,647.659,2021-01-11
33.9435,-118.25715,991.0,5481.0,1945,75,22,Slightly High,6,Poor,3,1,Green Meadows,500000.0,706.797,2020-12-30
33.94426,-118.26064,972.0,5458.0,1944,50,22,Slightly High,4,Poor,3,1,Green Meadows,100000.0,420.653,1994-05-06
33.94213,-118.25509,1417.0,4802.0,1949,71,22,Slightly High,7,Poor,2,1,Green Meadows,410000.0,640.032,2020-12-10
33.94213,-118.25562,1303.0,4802.0,1913,107,22,Slightly High,7,Poor,4,2,Green Meadows,505000.0,711.468,2020-10-20
33.93986,-118.25449,1178.0,3101.0,1962,58,22,Slightly High,8,Poor,2,2,Green Meadows,365000.0,605.047,2020-11-20
33.93908,-118.25521,844.0,6400.0,1941,79,22,Slightly High,7,Poor,2,1,Green Meadows,680000.0,825.59,2020-10-08
33.94127,-118.26069,888.0,5393.0,1928,75,22,Slightly High,7,Poor,2,1,Green Meadows,285000.0,639.831,2003-01-15
33.94038,-118.25884,854.0,5431.0,1942,78,22,Slightly High,6,Poor,2,1,Green Meadows,415000.0,644.962,2020-10-22
33.93988,-118.25884,720.0,5213.0,1926,94,22,Slightly High,6,Poor,2,1,Green Meadows,360000.0,599.737,2020-12-10
33.93912,-118.26256,828.0,3200.0,2013,0,22,Slightly High,8,Poor,2,1,Green Meadows,1250000.0,1181.09,2013-08-27
33.95166,-118.27114,1188.0,4605.0,1914,106,22,Slightly High,4,Poor,3,2,Broadway-Manchester,465000.0,682.919,2020-11-20
33.95175,-118.26719,908.0,4394.0,1925,95,22,Slightly High,9,Poor,2,2,Green Meadows,346500.0,589.456,2020-09-18
33.94399,-118.29008,1152.0,4432.0,1930,90,22,Slightly High,8,Poor,2,1,Vermont Vista,380000.0,617.354,2020-11-13
33.94893,-118.28604,1045.0,6075.0,1921,99,22,Slightly High,8,Poor,3,1,Vermont Vista,410000.0,641.26,2020-11-12
33.94672,-118.2818,1157.0,5424.0,1925,95,22,Slightly High,11,Poor,2,1,Vermont Vista,465000.0,682.919,2020-11-19
33.94893,-118.30377,1084.0,6448.0,1927,44,22,Slightly High,5,Poor,2,1,Gramercy Park,18000.0,343.57,1971-01-15
33.94928,-118.30278,1225.0,6497.0,1936,84,22,Slightly High,5,Poor,3,2,Gramercy Park,637000.0,799.226,2020-09-24
33.95014,-118.3016,1295.0,5627.0,1930,90,22,Slightly High,5,Poor,2,2,Gramercy Park,730000.0,855.665,2020-11-25
33.94662,-118.30158,936.0,5007.0,1925,95,22,Slightly High,9,Poor,3,1,Westmont,475000.0,688.9,2020-12-10
33.95192,-118.29572,1551.0,5276.0,1940,80,22,Slightly High,5,Poor,2,3,Westmont,535000.0,731.116,2020-12-07
33.95143,-118.31158,1105.0,5001.0,1941,48,22,Slightly High,5,Poor,2,1,Gramercy Park,125000.0,510.882,1989-09-01
33.94862,-118.3142,1372.0,5883.0,1950,70,20,Slightly High,5,Poor,2,1,Gramercy Park,660000.0,812.048,2020-12-18
33.94713,-118.31632,1476.0,5129.0,1947,73,17,Slightly High,8,Poor,2,2,Gramercy Park,675000.0,821.224,2020-12-08
33.95103,-118.31206,1251.0,5001.0,1940,80,22,Slightly High,5,Poor,2,2,Gramercy Park,632000.0,794.636,2020-12-29
33.95071,-118.31458,1036.0,5151.0,1944,76,22,Slightly High,5,Poor,3,1,Gramercy Park,620000.0,787.056,2020-12-17
33.94367,-118.31198,1337.0,6754.0,1945,37,18,Slightly High,8,Poor,3,2,Gramercy Park,76000.0,449.898,1982-11-12
33.94162,-118.3148,1129.0,6590.0,1947,20,19,Slightly High,5,Poor,3,1,Westmont,21500.0,408.06,1967-10-17
33.94446,-118.30498,1128.0,6508.0,1946,74,22,Slightly High,6,Poor,2,1,Westmont,552000.0,744.067,2020-11-16
33.94264,-118.30542,1312.0,6752.0,1938,74,17,Slightly High,5,Poor,2,1,Gramercy Park,215000.0,497.562,2012-01-25
33.9427,-118.30436,936.0,5168.0,1927,93,20,Slightly High,5,Poor,2,1,Westmont,575000.0,759.41,2020-11-18
33.94257,-118.30239,1333.0,5908.0,1927,93,22,Slightly High,10,Poor,3,1,Westmont,480000.0,693.846,2020-11-20
33.93965,-118.28908,1155.0,4802.0,1939,81,22,Slightly High,7,Poor,2,1,Vermont Vista,460000.0,679.237,2020-11-20
33.94097,-118.28796,1400.0,4830.0,1925,92,22,Slightly High,6,Poor,2,2,Vermont Vista,355500.0,617.161,2017-02-23
33.93942,-118.28629,1218.0,4803.0,1926,94,22,Slightly High,6,Poor,3,2,Vermont Vista,525000.0,725.641,2020-11-24
33.93936,-118.28332,982.0,4876.0,1927,93,22,Slightly High,6,Poor,2,1,Vermont Vista,500000.0,707.937,2020-10-08
33.94079,-118.28137,816.0,5946.0,1922,98,22,Slightly High,6,Poor,2,1,Vermont Vista,975000.0,986.988,2020-12-18
33.94036,-118.28081,929.0,5400.0,1926,94,22,Slightly High,6,Poor,2,1,Vermont Vista,965000.0,983.702,2020-09-25
33.94533,-118.26586,1133.0,4498.0,1953,67,22,Slightly High,4,Poor,3,2,Green Meadows,430000.0,655.456,2020-12-11
33.94403,-118.2671,828.0,3360.0,1925,95,22,Slightly High,6,Poor,3,1,Green Meadows,435000.0,660.32,2020-10-07
33.94441,-118.27114,914.0,5436.0,1940,80,22,Slightly High,5,Poor,2,1,Broadway-Manchester,950000.0,974.252,2020-12-17
33.94218,-118.27254,1227.0,5676.0,1923,97,22,Slightly High,5,Poor,4,2,Broadway-Manchester,965000.0,983.798,2020-11-17
33.94129,-118.26882,1120.0,5401.0,1929,91,22,Slightly High,7,Poor,2,2,Green Meadows,430000.0,656.514,2020-10-01
33.93905,-118.26802,624.0,5400.0,1924,96,22,Slightly High,7,Poor,1,1,Green Meadows,558500.0,747.001,2020-12-14
33.94306,-118.25072,1448.0,6000.0,1944,76,22,Slightly High,9,Poor,5,2,Watts,510000.0,714.982,2020-10-02
33.94208,-118.24233,1350.0,5589.0,1974,46,22,Slightly High,12,Poor,4,2,Watts,480000.0,693.634,2020-10-09
33.94085,-118.24028,864.0,4681.0,1928,92,22,Slightly High,11,Poor,2,1,Watts,410000.0,640.032,2020-12-18
33.9396,-118.23983,1330.0,3125.0,2014,6,22,Slightly High,11,Poor,3,2,Watts,455000.0,675.329,2020-10-01
33.94251,-118.23508,1017.0,3253.0,1956,64,22,Slightly High,11,Poor,3,1,Watts,380000.0,616.171,2020-12-10
33.9414,-118.23147,1538.0,6536.0,1927,94,22,Slightly High,15,Poor,3,2,Watts,449000.0,669.645,2021-01-04
33.94037,-118.2337,1312.0,3250.0,2007,13,22,Slightly High,13,Poor,3,2,Watts,445000.0,668.005,2020-09-18
33.94246,-118.23304,755.0,6501.0,1921,99,22,Slightly High,13,Poor,2,1,Watts,450000.0,670.526,2020-12-15
33.93121,-118.2364,1979.0,3326.0,2016,-1,22,Slightly High,15,Poor,4,4,Watts,800000.0,936.757,2015-09-08
33.93302,-118.23716,655.0,3200.0,1920,100,22,Slightly High,15,Poor,2,2,Watts,389000.0,624.622,2020-11-18
33.93591,-118.23825,1273.0,3251.0,2002,18,22,Slightly High,15,Poor,3,2,Watts,439000.0,663.487,2020-09-17
33.93405,-118.23616,1038.0,6385.0,1945,75,22,Slightly High,14,Poor,3,1,Watts,430000.0,656.715,2020-11-20
33.92964,-118.23541,1726.0,15074.0,1913,107,22,Slightly High,15,Poor,5,1,Watts,375000.0,613.219,2020-09-30
33.93326,-118.23003,1296.0,3424.0,1990,30,21,Slightly High,15,Poor,4,2,Watts,450000.0,670.526,2020-12-08
33.93289,-118.22906,1204.0,3092.0,1924,96,21,Slightly High,15,Poor,3,2,Watts,420000.0,648.97,2020-09-28
33.93501,-118.23204,1872.0,2674.0,2008,12,22,Slightly High,15,Poor,4,3,Watts,436500.0,661.659,2020-11-13
33.93649,-118.23215,798.0,3113.0,1949,71,22,Slightly High,15,Poor,1,1,Watts,385000.0,621.341,2020-09-22
33.93803,-118.23018,1512.0,3127.0,1995,26,24,Slightly High,16,Poor,2,2,Watts,450000.0,670.39,2021-01-22
33.93628,-118.23117,1040.0,3144.0,1923,89,22,Slightly High,15,Poor,3,2,Watts,810000.0,958.275,2012-11-19
33.93648,-118.22973,626.0,2718.0,1922,99,24,Slightly High,16,Poor,2,1,Watts,295000.0,542.791,2021-01-13
33.93455,-118.23998,1180.0,3250.0,2002,18,22,Slightly High,14,Poor,3,2,Watts,245000.0,495.659,2020-09-17
33.93375,-118.24291,842.0,3250.0,1924,96,22,Slightly High,9,Poor,3,2,Watts,150000.0,387.129,2020-12-18
33.93278,-118.25343,830.0,4776.0,1940,80,22,Slightly High,6,Poor,2,1,Watts,369000.0,607.187,2020-12-29
33.9375,-118.26177,1058.0,5007.0,1947,73,22,Slightly High,8,Poor,2,1,Green Meadows,875000.0,936.799,2020-11-25
33.93035,-118.26026,1351.0,5998.0,1947,73,22,Slightly High,7,Poor,3,2,Green Meadows,375000.0,613.279,2020-11-23
33.93348,-118.25598,988.0,4344.0,1924,96,22,Slightly High,7,Poor,2,1,Green Meadows,470000.0,686.371,2020-10-08
33.93256,-118.25599,660.0,3881.0,1947,73,22,Slightly High,9,Poor,2,1,Green Meadows,310000.0,557.43,2020-10-20
33.93461,-118.27195,1196.0,5221.0,1960,60,22,Slightly High,7,Poor,3,2,Broadway-Manchester,970000.0,986.344,2020-11-19
33.93463,-118.26766,872.0,3600.0,1931,89,22,Slightly High,8,Poor,2,1,Green Meadows,305000.0,553.086,2020-11-19
33.93325,-118.26767,720.0,3375.0,1924,96,22,Slightly High,10,Poor,2,1,Green Meadows,435000.0,660.457,2020-09-25
33.93144,-118.26679,722.0,3290.0,1924,96,22,Slightly High,10,Poor,4,1,Green Meadows,296500.0,545.271,2020-09-17
33.93591,-118.27509,1260.0,5321.0,1926,94,22,Slightly High,7,Poor,3,2,Broadway-Manchester,420000.0,648.835,2020-10-01
33.93261,-118.28607,1686.0,5317.0,1953,55,22,Slightly High,9,Poor,3,2,Vermont Vista,113630.0,374.295,2008-02-15
33.93315,-118.28594,1143.0,6002.0,1925,95,22,Slightly High,7,Poor,2,2,Vermont Vista,567000.0,754.035,2020-09-22
33.935,-118.28424,1050.0,4880.0,1953,68,24,Slightly High,7,Poor,2,1,Vermont Vista,535000.0,730.968,2021-01-21
33.93316,-118.28438,1187.0,5857.0,1927,93,22,Slightly High,9,Poor,2,1,Vermont Vista,455000.0,675.535,2020-11-16
33.93617,-118.29499,1138.0,6614.0,1937,83,22,Slightly High,7,Poor,3,1,Westmont,615000.0,783.876,2020-12-17
33.93885,-118.3082,1044.0,6095.0,1942,79,19,Slightly High,6,Poor,2,1,Westmont,500000.0,706.653,2021-01-13
33.93578,-118.30556,1036.0,5471.0,1946,74,16,Slightly High,4,Poor,3,1,Westmont,528000.0,727.49,2020-10-05
33.93879,-118.302,996.0,5855.0,1946,74,22,Slightly High,9,Poor,2,1,Westmont,585000.0,765.751,2020-10-20
33.93445,-118.31745,1262.0,5971.0,1947,73,13,Slightly High,5,Poor,3,1,Westmont,415000.0,644.962,2020-10-09
33.93362,-118.31377,1198.0,7289.0,1947,73,12,Slightly High,5,Average,3,1,Westmont,730000.0,855.404,2020-10-08
33.92631,-118.29711,1291.0,5000.0,1949,71,22,Slightly High,10,Poor,4,2,Athens,600000.0,775.667,2020-09-30
33.92576,-118.26584,1200.0,6256.0,1929,91,22,Slightly High,7,Poor,2,1,Green Meadows,975000.0,986.988,2020-12-18
33.92493,-118.27009,998.0,5699.0,1941,79,22,Slightly High,7,Poor,2,1,Broadway-Manchester,440000.0,664.242,2020-09-17
33.92854,-118.26406,908.0,5600.0,1939,81,22,Slightly High,9,Poor,2,1,Green Meadows,425000.0,652.885,2020-11-23
33.92811,-118.26093,2113.0,3255.0,1992,28,22,Slightly High,7,Poor,5,3,Green Meadows,550000.0,742.491,2020-10-05
33.92437,-118.25955,1807.0,5753.0,1945,75,22,Slightly High,6,Poor,4,2,Green Meadows,495000.0,703.254,2020-12-17
33.92537,-118.27676,1092.0,5200.0,1918,60,22,Slightly High,7,Poor,3,1,Broadway-Manchester,22500.0,306.529,1978-01-20
33.92531,-118.27947,741.0,5202.0,1940,80,22,Slightly High,10,Poor,1,1,Broadway-Manchester,425000.0,652.885,2020-11-18
33.92441,-118.27868,1024.0,5200.0,1921,100,24,Slightly High,9,Poor,3,2,Broadway-Manchester,513000.0,715.781,2021-01-21
33.93019,-118.28454,882.0,5175.0,1940,80,22,Slightly High,9,Poor,2,1,Vermont Vista,405000.0,637.144,2020-10-07
33.92765,-118.28744,1101.0,7664.0,1940,80,22,Slightly High,8,Poor,3,1,Vermont Vista,520000.0,720.794,2020-12-15
33.92569,-118.28672,1890.0,7875.0,1954,66,22,Slightly High,10,Poor,4,3,Vermont Vista,720000.0,849.525,2020-10-29
33.91902,-118.29305,1266.0,7000.0,1953,67,18,Slightly High,15,Poor,4,2,Athens,600000.0,775.506,2020-10-29
33.91762,-118.301,1629.0,7001.0,1954,66,9,Slightly High,18,Poor,4,2,Athens,647000.0,804.01,2020-12-30
33.89131,-118.30766,1201.0,6757.0,1948,41,9,Moderate,18,Poor,3,1,Gardena,216000.0,676.734,1989-04-19
33.89735,-118.30346,1386.0,7218.0,1947,74,8,Moderate,18,Poor,3,2,Gardena,623000.0,788.797,2021-01-13
33.88128,-118.30837,2208.0,4011.0,2003,17,9,Moderate,15,Average,5,3,Gardena,760000.0,871.398,2020-12-17
33.88714,-118.30358,2010.0,7501.0,1965,55,11,Moderate,15,Average,4,2,Gardena,660000.0,813.606,2020-11-13
33.88503,-118.30358,1368.0,7520.0,1936,84,13,Moderate,18,Average,3,1,Gardena,560000.0,748.003,2020-12-31
33.87513,-118.3051,1147.0,5490.0,1906,115,7,Moderate,18,Average,3,1,Gardena,615000.0,783.717,2021-01-13
33.86218,-118.30815,784.0,6000.0,1951,69,0,Moderate,15,Average,2,1,Harbor Gateway,550000.0,742.718,2020-11-18
33.86507,-118.3077,1880.0,7558.0,1956,64,2,Moderate,15,Average,4,2,Harbor Gateway,795000.0,892.675,2020-10-20
33.86366,-118.29196,1325.0,5266.0,1957,63,0,Moderate,15,Average,4,2,Harbor Gateway,525000.0,725.42,2020-10-05
33.86179,-118.29181,1061.0,5645.0,1955,65,0,Moderate,15,Average,3,2,Harbor Gateway,605000.0,777.476,2020-12-09
33.86348,-118.29786,2002.0,5372.0,1959,61,0,Moderate,15,Average,4,2,Harbor Gateway,655000.0,810.519,2020-11-20
33.87923,-118.29354,1170.0,5004.0,1953,67,10,Moderate,15,Average,2,1,Gardena,606000.0,778.119,2020-12-15
33.87825,-118.29776,1744.0,5519.0,1979,19,9,Moderate,15,Average,3,2,Gardena,210000.0,578.283,1998-12-14
33.87588,-118.29293,1796.0,6840.0,1999,21,9,Moderate,18,Average,3,2,Gardena,765000.0,874.259,2020-12-30
33.87007,-118.29273,2179.0,4027.0,2000,21,2,Moderate,18,Average,4,3,Gardena,757000.0,869.5,2021-01-25
33.88675,-118.29646,1480.0,6121.0,1942,78,13,Moderate,15,Average,3,2,Gardena,737500.0,860.049,2020-11-16
33.88669,-118.29883,1501.0,6127.0,1942,78,13,Moderate,15,Average,3,2,Gardena,700000.0,837.898,2020-11-24
33.88435,-118.29939,820.0,4759.0,1953,67,12,Moderate,18,Average,1,1,Gardena,300000.0,547.482,2020-12-29
33.89085,-118.29581,837.0,6866.0,1948,30,16,Moderate,15,Average,2,1,Gardena,56000.0,473.468,1978-06-30
33.89963,-118.29569,2007.0,15001.0,1905,115,12,Moderate,15,Average,4,2,Gardena,405000.0,637.338,2020-11-23
33.90984,-118.29383,1375.0,5637.0,1947,73,10,Moderate,18,Poor,3,2,Gardena,585000.0,764.518,2020-12-28
33.90482,-118.29814,1464.0,5388.0,1958,62,9,Moderate,15,Poor,3,2,Gardena,545000.0,739.334,2020-11-16
33.92269,-118.28766,1618.0,9715.0,1947,73,22,Slightly High,12,Poor,3,2,Harbor Gateway,585000.0,765.985,2020-11-25
33.92303,-118.29068,870.0,12519.0,1927,93,22,Slightly High,12,Poor,2,1,Harbor Gateway,550000.0,742.491,2020-10-22
33.92082,-118.29112,1713.0,11347.0,1954,66,19,Slightly High,14,Poor,2,1,Harbor Gateway,490000.0,701.036,2020-11-25
